INSTNM,STABBR,LATITUDE,LONGITUDE,ICLEVEL
Altierus Career College-Colorado Springs,CO,38.807095000000004,-104.740267,2
University of Colorado Denver/Anschutz Medical Campus,CO,39.745149,-104.837722,1
University of Colorado Colorado Springs,CO,38.892734999999995,-104.800296,1
Spartan College of Aeronautics and Technology,CO,39.914821999999994,-105.119096,2
University of Colorado Boulder,CO,40.008781,-105.270823,1
Colorado Christian University,CO,39.713879999999996,-105.09456000000002,1
Colorado College,CO,38.848859999999995,-104.82269699999999,1
Concorde Career College-Aurora,CO,39.718699,-104.86708899999999,2
The Art Institute of Colorado,CO,39.735587,-104.98584699999999,1
Colorado Mountain College,CO,39.54636,-107.324441,1
Colorado Northwestern Community College,CO,40.081112,-108.790048,2
Colorado School of Mines,CO,39.751443,-105.22336399999999,1
Colorado School of Trades,CO,39.74181,-105.104174,2
Colorado State University-Fort Collins,CO,40.574805,-105.08073200000001,1
Colorado Technical University-Colorado Springs,CO,38.894265000000004,-104.833928,1
Community College of Aurora,CO,39.71788,-104.802673,2
CollegeAmerica-Denver,CO,39.691571,-104.94116799999999,2
Technical College of the Rockies,CO,38.702524,-108.031072,2
Community College of Denver,CO,39.741413,-105.001044,1
Lincoln College of Technology-Denver,CO,39.776509999999995,-104.856171,2
University of Denver,CO,39.678005,-104.96325900000001,1
Emily Griffith Technical College,CO,39.74575,-104.98575100000001,3
Fort Lewis College,CO,37.275939,-107.86742199999999,1
Front Range Community College,CO,39.901452,-105.038068,2
International Salon and Spa Academy,CO,38.913621,-104.786252,2
Lamar Community College,CO,38.068886,-102.61614399999999,2
Colorado Mesa University,CO,39.080643,-108.553275,1
Metropolitan State University of Denver,CO,39.744202,-105.00504,1
Morgan Community College,CO,40.258792,-103.771822,2
Naropa University,CO,40.014235,-105.26698700000001,1
National American University-Colorado Springs,CO,38.952175,-104.79095699999999,1
Nazarene Bible College,CO,38.816515,-104.75250600000001,1
Northeastern Junior College,CO,40.63721500000001,-103.19732900000001,2
University of Northern Colorado,CO,40.410855,-104.692777,1
Otero Junior College,CO,37.969984000000004,-103.544874,2
Altierus Career College-Thornton,CO,39.86156,-104.985441,2
Pikes Peak Community College,CO,38.764287,-104.787261,2
Pueblo Community College,CO,38.262124,-104.636258,1
Red Rocks Community College,CO,39.720277,-105.150094,1
Regis University,CO,39.788175,-105.03075600000001,1
Rocky Mountain College of Art and Design,CO,39.743320000000004,-105.069911,1
Montessori Education Center of the Rockies,CO,40.019673,-105.241331,1
Colorado State University-Pueblo,CO,38.30859,-104.579033,1
Pickens Technical College,CO,39.723704999999995,-104.789683,2
Intellitec College-Colorado Springs,CO,38.832183,-104.78721,2
Intellitec College-Grand Junction,CO,39.116346,-108.53062,2
Trinidad State Junior College,CO,37.172059000000004,-104.513451,2
United States Air Force Academy,CO,39.010957,-104.89135800000001,1
Empire Beauty School-Thornton,CO,39.915253,-104.94357,2
Western State Colorado University,CO,38.549935999999995,-106.919132,1
Albertus Magnus College,CT,41.332519,-72.92384799999998,1
Paul Mitchell the School-Danbury,CT,41.39648,-73.451841,3
Asnuntuck Community College,CT,41.998409,-72.570177,2
Bais Binyomin Academy,NY,41.1230978,-74.0811719,1
Branford Hall Career Institute-Branford Campus,CT,41.278557,-72.848201,3
Lincoln College of New England-Southington,CT,41.632345,-72.92021700000002,1
University of Bridgeport,CT,41.164741,-73.190166,1
Central Connecticut State University,CT,41.69250200000001,-72.765991,1
Charter Oak State College,CT,41.688246,-72.767972,1
Cortiva Institute-Newington,CT,41.685072,-72.710705,3
Connecticut College,CT,41.37983300000001,-72.107321,1
Porter and Chester Institute of Branford,CT,41.277311,-72.85489799999998,3
University of Connecticut,CT,41.809098,-72.249948,1
Goodwin College,CT,41.742977,-72.64031999999997,1
Lincoln Technical Institute-East Windsor,CT,41.924248,-72.596915,2
Eastern Connecticut State University,CT,41.721672999999996,-72.218753,1
Fairfield University,CT,41.157672999999996,-73.255903,1
Paul Mitchell the School-North Haven,CT,41.394495,-72.85745,3
Capital Community College,CT,41.768397,-72.67273399999998,2
American Institute-West Hartford,CT,41.727016,-72.725762,2
University of Hartford,CT,41.798590999999995,-72.715213,1
Holy Apostles College and Seminary,CT,41.60682,-72.647853,1
Housatonic Community College,CT,41.175228000000004,-73.19100300000002,2
Manchester Community College,CT,41.761625,-72.561939,2
Naugatuck Valley Community College,CT,41.549749,-73.072963,2
Middlesex Community College,CT,41.539516,-72.611838,2
Mitchell College,CT,41.328013,-72.09523,1
Three Rivers Community College,CT,41.509945,-72.103039,2
Lincoln Technical Institute-New Britain,CT,41.659236,-72.754498,3
New England Tractor Trailer Training School of Connecticut,CT,41.979699,-72.450218,3
University of New Haven,CT,41.291314,-72.961472,1
Norwalk Community College,CT,41.102574,-73.450965,2
Northwestern Connecticut Community College,CT,41.920668,-73.058734,2
Paier College of Art Inc,CT,41.347714,-72.935048,1
Porter and Chester Institute of Stratford,CT,41.169646,-73.149023,3
Post University,CT,41.535548999999996,-73.081497,1
Quinebaug Valley Community College,CT,41.826229999999995,-71.889673,2
Quinnipiac University,CT,41.41891500000001,-72.89411700000002,1
Sacred Heart University,CT,41.220893,-73.243332,1
University of Saint Joseph,CT,41.781040999999995,-72.72965,1
Gateway Community College,CT,41.303785,-72.92768199999998,2
St Vincent's College,CT,41.201198,-73.20110600000002,1
Southern Connecticut State University,CT,41.333225,-72.947897,1
Stone Academy-West Haven,CT,41.26750300000001,-72.976966,2
Trinity College,CT,41.747451,-72.69088199999999,1
Tunxis Community College,CT,41.705498,-72.87754,2
United States Coast Guard Academy,CT,41.375823,-72.10158299999998,1
Wesleyan University,CT,41.554665,-72.657146,1
Western Connecticut State University,CT,41.400365,-73.444264,1
Yale University,CT,41.311158,-72.926688,1
Margaret H Rollins School of Nursing at Beebe Medical Center,DE,38.771565,-75.142864,2
Dawn Career Institute LLC,DE,39.668605,-75.677768,3
Delaware Technical Community College-Terry,DE,39.198371,-75.56012,1
Delaware State University,DE,39.187173,-75.54053,1
University of Delaware,DE,39.679577,-75.752822,1
Goldey-Beacom College,DE,39.741501,-75.689624,1
Schilling-Douglas School of Hair Design LLC,DE,39.711442,-75.74178,3
Wesley College,DE,39.163182,-75.527716,1
Wilmington University,DE,39.682299,-75.586998,1
American University,DC,38.936005,-77.088875,1
Catholic University of America,DC,38.933651,-76.99790899999998,1
University of the District of Columbia,DC,38.943819,-77.066247,1
Gallaudet University,DC,38.90737100000001,-76.993675,1
George Washington University,DC,38.899229999999996,-77.048363,1
Georgetown University,DC,38.90880900000001,-77.073463,1
Howard University,DC,38.922391999999995,-77.018966,1
Strayer University-District of Columbia,DC,38.904881,-77.034133,1
National Conservatory of Dramatic Arts,DC,38.910024,-77.065095,2
Trinity Washington University,DC,38.927398,-77.004261,1
Wyotech-Daytona,FL,29.349365000000002,-81.13308599999998,2
The Art Institute of Fort Lauderdale,FL,26.101096,-80.123514,1
Atlantic Technical College,FL,26.24278,-80.19227099999998,2
The Baptist College of Florida,FL,30.96270800000001,-85.50393100000002,1
Barry University,FL,25.878908,-80.198925,1
Bethune-Cookman University,FL,29.207195000000002,-81.032946,1
Lynn University,FL,26.385984999999998,-80.12280600000003,1
North Florida Technical College,FL,29.952308000000002,-82.117224,2
Eastern Florida State College,FL,28.383609999999997,-80.756474,1
Broward College,FL,26.119422,-80.14183,1
Carlos Albizu University-Miami,FL,25.794178,-80.35631500000002,1
College of Central Florida,FL,29.166078999999996,-82.175692,1
Johnson University Florida,FL,28.302546999999997,-81.36305300000002,1
University of Central Florida,FL,28.602159000000004,-81.200889,1
Charlotte Technical College,FL,27.005558,-82.147238,2
Chipola College,FL,30.789228,-85.23139,1
Lorenzo Walker Technical College,FL,26.141141,-81.763568,2
Daytona State College,FL,29.203275,-81.049685,1
South University-West Palm Beach,FL,26.69215,-80.20021899999998,1
Eckerd College,FL,27.715798,-82.687043,1
Florida SouthWestern State College,FL,26.552403,-81.887102,1
Edward Waters College,FL,30.344790000000003,-81.68487900000002,1
Embry-Riddle Aeronautical University-Daytona Beach,FL,29.189903,-81.048367,1
Florida Agricultural and Mechanical University,FL,30.428503999999997,-84.290226,1
Florida Atlantic University,FL,26.37242100000001,-80.10297800000002,1
Florida State College at Jacksonville,FL,30.334918,-81.659901,1
Flagler College-St Augustine,FL,29.892733000000003,-81.314887,1
Florida College,FL,28.034936,-82.383289,1
Concorde Career Institute-Jacksonville,FL,30.23886,-81.581748,2
Concorde Career Institute-Miramar,FL,25.977088000000002,-80.291516,2
Concorde Career Institute-Tampa,FL,27.959148,-82.514341,2
AdventHealth University,FL,28.576141999999997,-81.367687,1
Florida Institute of Technology,FL,28.065815,-80.622893,1
Florida Institute of Ultrasound Inc,FL,30.524582000000002,-87.220895,2
Florida International University,FL,25.75732,-80.373928,1
Florida Keys Community College,FL,24.582748000000002,-81.74446,1
Florida Memorial University,FL,25.918278,-80.270753,1
Florida Career College-Miami,FL,25.756567,-80.36778000000002,2
Florida School of Massage,FL,29.59342800000001,-82.338273,3
Florida Southern College,FL,28.032443,-81.948203,1
Florida State University,FL,30.440756,-84.291921,1
Florida Technical College,FL,28.573275,-81.196503,1
University of Florida,FL,29.646290000000004,-82.347911,1
Fort Pierce Beauty Academy,FL,27.411962,-80.325377,3
Full Sail University,FL,28.596546000000004,-81.301286,1
George Stone Technical College,FL,30.487546999999996,-87.29065899999998,2
George T Baker Aviation Technical College,FL,25.804092,-80.263591,2
Gulf Coast State College,FL,30.185541999999998,-85.727918,1
Hillsborough Community College,FL,27.934888,-82.456253,2
Hobe Sound Bible College,FL,27.066304,-80.13184,1
Hollywood Institute of Beauty Careers,FL,26.007139000000002,-80.209125,3
Cortiva Institute-Florida,FL,27.793546999999997,-82.680031,3
Indian River State College,FL,27.424159999999997,-80.358682,1
International Academy,FL,29.16215900000001,-80.997811,3
AI Miami International University of Art and Design,FL,25.790008,-80.18839,1
Jacksonville University,FL,30.353227,-81.60458,1
Keiser University-Ft Lauderdale,FL,26.185869,-80.16395899999998,1
La Belle Beauty School,FL,25.86695,-80.312711,3
Florida Gateway College,FL,30.175297999999998,-82.5679,1
Lake Technical College,FL,28.833446000000002,-81.690874,3
Lake-Sumter State College,FL,28.828649,-81.79719300000002,1
Fort Myers Technical College,FL,26.647516999999997,-81.836596,2
Lively Technical Center,FL,30.448534000000002,-84.339057,3
Lindsey Hopkins Technical College,FL,25.79467600000001,-80.20815400000002,2
Loraines Academy & Spa,FL,27.783077000000002,-82.713964,3
Luther Rice College & Seminary,GA,33.698126,-84.12317900000002,1
State College of Florida-Manatee-Sarasota,FL,27.43804,-82.590887,1
Manatee Technical College,FL,27.447894,-82.481088,2
Traviss Technical College,FL,27.995821999999997,-81.892381,3
Merryfield School of Pet Grooming,FL,26.19044,-80.129991,3
Trinity International University-Florida,FL,25.68307,-80.41764599999998,1
Miami Lakes Educational Center and Technical College,FL,25.916128,-80.29513,2
Miami Dade College,FL,25.77771700000001,-80.19085600000003,1
University of Miami,FL,25.72126,-80.278662,1
Orange Technical College-Mid Florida Campus,FL,28.471695,-81.41599599999998,2
Beauty Schools of America-Miami,FL,25.759918,-80.304459,3
Paul Mitchell the School-Jacksonville,FL,30.259433,-81.52751500000002,3
North Florida Community College,FL,30.473840999999997,-83.420732,1
University of North Florida,FL,30.27194,-81.50914399999998,1
Nova Southeastern University,FL,26.079337,-80.24248,1
Northwest Florida State College,FL,30.540017,-86.47456,1
Orange Technical College-Orlando Campus,FL,28.550421999999998,-81.383783,2
Palm Beach Atlantic University,FL,26.7044,-80.05247,1
Palm Beach State College,FL,26.61256,-80.08653000000002,1
Pasco-Hernando State College,FL,28.2751,-82.646727,1
Pensacola State College,FL,30.479267,-87.200265,1
Pinellas Technical College-Clearwater,FL,27.911921999999997,-82.719064,3
Polk State College,FL,28.032411,-81.711873,1
Radford M Locklin Technical Center,FL,30.648077,-87.09971,2
Ridge Technical College,FL,28.076632,-81.654463,3
Ringling College of Art and Design,FL,27.360931,-82.547803,1
Toni & Guy Hairdressing Academy-Jacksonville,FL,30.2196,-81.586761,3
Robert Morgan Educational Center and Technical College,FL,25.599247000000002,-80.390054,2
Rollins College,FL,28.592787,-81.349239,1
First Coast Technical College,FL,29.924377000000003,-81.34582900000002,3
Saint Leo University,FL,28.336776,-82.257801,1
St Petersburg College,FL,27.90242000000001,-82.717331,1
Pinellas Technical College-St. Petersburg,FL,27.76118300000001,-82.681534,2
Santa Fe College,FL,29.681037,-82.433143,1
Suncoast Technical College,FL,27.285486,-82.500827,3
Argosy University-Sarasota,FL,27.351394,-82.465363,1
Seminole State College of Florida,FL,28.745482,-81.308003,1
Sheridan Technical College,FL,26.031736,-80.198024,2
Saint John Vianney College Seminary,FL,25.742579,-80.337411,1
Saint Johns River State College,FL,29.647515999999996,-81.681387,1
South Florida State College,FL,27.569740000000003,-81.508667,1
University of South Florida-Main Campus,FL,28.061458000000002,-82.413232,1
St. Thomas University,FL,25.922071,-80.253273,1
Stetson University,FL,29.035475,-81.30074599999998,1
Southeastern University,FL,28.029733,-81.918382,1
Bene's Career Academy,FL,28.259612,-82.728584,3
Riveroak Technical College,FL,30.281999,-82.992512,2
Tallahassee Community College,FL,30.443865999999996,-84.339,1
Talmudic College of Florida,FL,25.811996,-80.13629300000002,1
Altierus Career College-Tampa,FL,27.996582,-82.49761600000002,1
The University of Tampa,FL,27.948455,-82.46483,1
Big Bend Technical College,FL,30.077954,-83.565783,3
Tom P Haney Technical Center,FL,30.203363,-85.646585,2
Trinity Baptist College,FL,30.311171,-81.79626,1
Trinity College of Florida,FL,28.194732000000002,-82.678318,1
Fashion Focus Hair Academy,FL,27.258563,-82.517445,3
Valencia College,FL,28.520898,-81.471466,1
Warner University,FL,27.825751,-81.599972,1
Florida Panhandle Technical College,FL,30.774490000000004,-85.553345,2
Webber International University,FL,27.838778,-81.532315,1
Rasmussen College-Florida,FL,29.140099,-82.197343,1
The University of West Florida,FL,30.549076,-87.21851099999998,1
Orange Technical College-Westside Campus,FL,28.559573999999998,-81.57153199999998,2
William T McFatter Technical College,FL,26.085022,-80.232201,2
Orange Technical College-Winter Park Campus,FL,28.604385999999998,-81.36174,3
Withlacoochee Technical College,FL,28.834861,-82.345563,2
Abraham Baldwin Agricultural College,GA,31.481889000000002,-83.528281,1
Agnes Scott College,GA,33.769268,-84.295459,1
Interactive College of Technology-Chamblee,GA,33.887956,-84.303159,2
Interactive College of Technology-Morrow,GA,33.57233,-84.33609799999998,2
Albany Technical College,GA,31.554340000000003,-84.174284,2
Albany State University,GA,31.56928,-84.141825,1
Andrew College,GA,31.772321,-84.79502099999998,1
Armstrong State University,GA,31.979073,-81.161803,1
The Art Institute of Atlanta,GA,33.936023999999996,-84.35525200000002,1
Georgia Career Institute,GA,33.643359999999994,-84.018321,3
Atlanta Technical College,GA,33.712009,-84.404995,2
Point University,GA,32.87912,-85.184931,1
Atlanta Metropolitan State College,GA,33.70893,-84.404659,1
Atlanta School of Massage,GA,33.922131,-84.311332,3
Clark Atlanta University,GA,33.74762800000001,-84.412584,1
Augusta Technical College,GA,33.418991999999996,-82.048439,2
