PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,UGDS_WOMEN,OMAWDP6_FTFT_POOLED,OMAWDP6_FTFT_POOLED_binr,OMAWDP6_FTFT_POOLED_binq
0.3347164750410848,0.2606100075337349,0.20645602309127345,0.0,0.0,0.3535689263795015,0.32803856377829504,0.0,0.4921438757841805,0.4219036788917115,0.30616858866136537,0.0,0.2709886026170327,0.0,0.23633315009350025,0.3953631227905752,0.0,0.4561301054828798,0.0,0.0,0.0,0.0,0.0,0.0,0.32803856377829504,0.0,0.38574824967105903,0.3807556523926606,0.4219036788917115,0.2896468153816889,0.0,0.0,0.0,0.0,0.2981365978871845,0.0,0.5539658256754464,0.0,8.481566013773088,0.00064009,0.9680927557224708,0.2087759478663449,0.12385623296301708,0.12805791649874942,0.12385623296301708,0.2182785766122212,0.20723510980592608,0.3214001150587009,0.2559296778413945,10.038324342758338,9.196038587265322,9.811207776416833,20.974269317270853,8.895492631451633,19.113813641409546,0.8442748367682174,0.5775,0.6897835910286007,0,2
0.0,0.0,0.0,0.12805791649874942,0.32679480372687825,0.0,0.24158670891607184,0.0,0.4051419509521947,0.4117356522117575,0.0,0.13572088082974532,0.0,0.0,0.2591292368939624,0.26542828572755145,0.0,0.4259838797194463,0.22373778841627934,0.0,0.0,0.0,0.17967017791430526,0.0,0.2591292368939624,0.0,0.4016597700493017,0.3117555613369834,0.2985111417457008,0.32679480372687825,0.0,0.0,0.0,0.0,0.3304981762430041,0.629372012169974,0.5903072229320181,0.2438499480536657,9.462421173184989,0.33454656000000005,0.6370206572249462,0.3217224824915084,0.38885925700147694,0.14888055529538274,0.05848035476425732,0.3442601241452632,0.2691606306043642,0.19309787692112595,0.5014977567247934,10.091211158619078,9.02749867993534,9.853929593687784,22.644827099442463,9.754755498735731,21.994488977725336,0.948314293892062,0.5958,0.8167809548969717,0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6586227785961238,0.0,0.0,0.502652569531348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5414092136156642,0.0,0.0,0.0,0.4298070163405688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7041925265450657,0.0,5.777652323222656,0.00509796,0.5228102291438592,0.1837090550014228,0.14580997358267114,0.0,0.0,0.0,0.0,0.9190980448211572,0.7372245248226621,9.621190952360683,8.839421607620602,8.839421607620602,24.517688184580393,8.569026340056254,15.69473365228469,1.0,0.6366,0.7079368792610626,0,2
0.0,0.0,0.0,0.0,0.2750137734148282,0.0,0.42265140518600797,0.0,0.3239611801277483,0.6632772413422066,0.0,0.2308350239753609,0.0,0.0,0.26637120052278024,0.0,0.0,0.38819680383281535,0.24215649100038206,0.0,0.09654893846056298,0.29433826584416684,0.1966095144983117,0.0,0.3148121833262887,0.0,0.24716804116889615,0.0,0.0,0.27892444522551,0.0,0.0,0.0,0.0,0.2908339057595449,0.467232872835526,0.6171880988617807,0.2182785766122212,8.841881989497113,0.5498222500000001,0.47518921362978994,0.3590820233486073,0.34256423396101565,0.22239800905693155,0.1,0.29586931167705804,0.2884499140614817,0.14260431471424087,0.3867815921162743,10.003740044425221,9.23805281054272,9.974924102473977,20.58835550149903,9.184919994629274,21.097805301702884,0.8035546029984522,0.4195,0.7763936076656307,0,3
0.0,0.0,0.0,0.0,0.4529030423052134,0.0,0.3837215139404992,0.0,0.4966441941896344,0.0,0.0,0.0,0.0,0.0,0.2295770424665555,0.0,0.0,0.4393378470055483,0.2596247050925552,0.0,0.0,0.28924894837622245,0.0,0.0,0.2996291714390912,0.0,0.3985363172817207,0.4346246817732808,0.3710851997106601,0.2210418899184232,0.0,0.0,0.0,0.0,0.3897390320749316,0.5677411370845433,0.4797220613159684,0.13924766500838334,8.340456012916182,0.00021316,0.9788560857941512,0.21179117921274465,0.14580997358267114,0.11186889420813967,0.08879040017426007,0.22035754532216253,0.22035754532216253,0.22373778841627934,0.2776688675382964,9.873749734272172,9.311903687385623,9.872873693918292,20.80314917801395,8.985194817991301,19.48607377359071,0.7359347797189639,0.6219,0.6390676528399308,0,1
0.0,0.15036945962049747,0.0,0.14580997358267114,0.471619582398197,0.0,0.20645602309127345,0.0,0.4041240020622191,0.4782692297017476,0.0,0.16868653306034986,0.3921381576045464,0.0,0.2257178717737001,0.0,0.0,0.3178105750548842,0.19746808222123668,0.0,0.2530297995905248,0.0,0.14260431471424087,0.0,0.2210418899184232,0.0,0.3264823802058984,0.2904392866781852,0.2302077517963147,0.3249112183528945,0.0,0.0,0.0,0.0,0.3014742251488785,0.4857299385299982,0.6692841541337069,0.2210418899184232,10.385543262806005,0.6157540899999999,0.46493119573956,0.3611383718188403,0.2263702391925901,0.14736125994561547,0.1,0.3164849680939784,0.2525080871833849,0.15874010519681994,0.2814249455894058,10.2694145637968,9.285540604539117,10.24356044187724,23.8544430746264,9.296059247378722,21.555831095937343,0.8604649905719581,0.5557,0.8715812174210127,1,4
0.0,0.0,0.0,0.0,0.0,0.0,0.20487996145182666,0.17863159877080567,0.0,0.0,0.3976950771712433,0.0,0.27144176165949063,0.0,0.0,0.7224683798216898,0.0,0.0,0.0,0.0,0.36493211973440404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28397394457782704,0.5156390721595647,0.0,0.0,0.5524409415248183,0.5296710905745101,0.0,7.247792581767846,0.49815364,0.6411016183448889,0.246621207433047,0.14094597464129785,0.1709975946676697,0.0,0.18566355334451115,0.08879040017426007,0.08879040017426007,0.5883876273342261,9.21492982430999,8.398634855292102,8.988570876215118,11.647132845117547,8.815666824946216,18.06560422456163,0.669776081985614,0.5983,0.5477039265919386,0,1
0.0,0.1663103498840766,0.0,0.0,0.32772850824025834,0.0,0.3908331956826205,0.0,0.4330306894031501,0.0,0.0,0.20953791063432944,0.0,0.0,0.2398610306579842,0.20953791063432944,0.0,0.38052558849834345,0.18271601368635207,0.0,0.24825450806124044,0.3875320819778509,0.0,0.0,0.24825450806124044,0.0,0.3942939906845331,0.3875320819778509,0.0,0.33707995297042376,0.0,0.0,0.0,0.0,0.3022059615754738,0.6204956148100467,0.5868432377146611,0.22035754532216253,8.345692873253865,0.24631369000000006,0.7264063072349811,0.2326966771450562,0.2947225198912309,0.17324782106818054,0.08879040017426007,0.3245951566569593,0.3304981762430041,0.18069688693211894,0.4811444689487763,9.898123190036976,8.989818381366925,9.749228533507056,20.57419082176009,8.92105701815743,19.589985165509297,0.9866610360199698,0.6417,0.5880024372459792,0,1
0.3527671800308133,0.25039936170122445,0.25039936170122445,0.0,0.3793710741559845,0.0,0.2139974961130159,0.0,0.3722915970127691,0.5668088839507935,0.0,0.2032792713629707,0.31681741053176704,0.0,0.2386966383854674,0.0,0.0,0.4920062131544018,0.20487996145182666,0.0,0.29433826584416684,0.0,0.14422495703074084,0.0,0.20723510980592608,0.0,0.3011070211007578,0.0,0.2308350239753609,0.31681741053176704,0.0,0.0,0.0,0.0,0.3191252149429954,0.3895194607427816,0.6173630636050618,0.21029437174614204,10.060149362549504,0.6691239999999999,0.3968502629920499,0.3233247125156311,0.2884499140614817,0.16386425412012914,0.07368062997280772,0.26304121142856257,0.32585573302196424,0.16005206638831554,0.2894822965226025,10.324136795969332,9.302828391411332,10.296913817032538,24.92188953773191,9.398312600278953,21.642286844492997,0.9246621004453464,0.4927,0.8967786067980934,1,4
0.0,0.2659005790469173,0.0,0.0,0.31106811575146376,0.0,0.0,0.0,0.4075643819136246,0.22440170265918305,0.0,0.1957433820584432,0.0,0.0,0.3656814691070697,0.0,0.0,0.5181343400169998,0.42209085889803,0.0,0.1957433820584432,0.0,0.246621207433047,0.0,0.3459394683999698,0.0,0.4722182749894331,0.0,0.0,0.4356808819940366,0.0,0.0,0.0,0.0,0.39192126698640417,0.0,0.6377590898689419,0.31106811575146376,7.1577354842499075,0.62837329,0.491178614934052,0.2615879154109254,0.3809854385995499,0.17651741676630314,0.0,0.20487996145182666,0.0,0.11696070952851464,0.09273618495495704,10.82855961541762,10.485842827441038,10.485842827441038,21.607359175095855,9.236787541991033,19.809864825478673,0.8136338242723197,0.516,0.8571711630863895,1,4
0.0,0.0,0.0,0.0,0.0,0.0,0.27053392289952405,0.0,0.0,0.0,0.3718099773327556,0.0,0.287242996539599,0.0,0.0,0.7339090978755956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4743018367494956,0.0,0.0,0.0,0.0,0.0,0.0,0.25092987040931003,0.6978847711965104,0.36190349777512104,0.0,7.223295679562313,0.23280625,0.7399245114132583,0.38144418129265584,0.2217220230966632,0.1300591446851387,0.08879040017426007,0.32268572920490873,0.0,0.21179117921274465,0.6359245238233858,8.832733591996416,8.36985260351753,8.972717499397136,12.67228129051986,8.404696160189093,18.131749369044208,0.6190315016216864,0.6029,0.5748897078944831,0,1
