COSTT4_A,PPTUG_EF,INEXPFTE,PCIP43,PCIP24,PCIP16,PCIP05,PCIP38,AVGFACSAL,PCIP52,UGDS_ASIAN,UGDS_AIAN,PCIP03,PCIP15,UGDS_NRA,PCIP14
10.038324342758338,0.2559296778413945,8.895492631451633,0.3807556523926606,0.3953631227905752,0.0,0.0,0.0,19.113813641409546,0.5539658256754464,0.12385623296301708,0.12805791649874942,0.2606100075337349,0.30616858866136537,0.20723510980592608,0.4219036788917115
10.091211158619078,0.5014977567247934,9.754755498735731,0.3117555613369834,0.26542828572755145,0.13572088082974532,0.12805791649874942,0.17967017791430526,21.994488977725336,0.5903072229320181,0.38885925700147694,0.14888055529538274,0.0,0.0,0.2691606306043642,0.4117356522117575
9.621190952360683,0.7372245248226621,8.569026340056254,0.4298070163405688,0.502652569531348,0.0,0.0,0.0,15.69473365228469,0.7041925265450657,0.14580997358267114,0.0,0.0,0.0,0.0,0.0
10.003740044425221,0.3867815921162743,9.184919994629274,0.0,0.0,0.2308350239753609,0.0,0.1966095144983117,21.097805301702884,0.6171880988617807,0.34256423396101565,0.22239800905693155,0.0,0.0,0.2884499140614817,0.6632772413422066
9.873749734272172,0.2776688675382964,8.985194817991301,0.4346246817732808,0.0,0.0,0.0,0.0,19.48607377359071,0.4797220613159684,0.14580997358267114,0.11186889420813967,0.0,0.0,0.22035754532216253,0.0
10.2694145637968,0.2814249455894058,9.296059247378722,0.2904392866781852,0.0,0.16868653306034986,0.14580997358267114,0.14260431471424087,21.555831095937343,0.6692841541337069,0.2263702391925901,0.14736125994561547,0.15036945962049747,0.0,0.2525080871833849,0.4782692297017476
9.21492982430999,0.5883876273342261,8.815666824946216,0.0,0.7224683798216898,0.0,0.0,0.0,18.06560422456163,0.5296710905745101,0.14094597464129785,0.1709975946676697,0.0,0.3976950771712433,0.08879040017426007,0.0
9.898123190036976,0.4811444689487763,8.92105701815743,0.3875320819778509,0.20953791063432944,0.20953791063432944,0.0,0.0,19.589985165509297,0.5868432377146611,0.2947225198912309,0.17324782106818054,0.1663103498840766,0.0,0.3304981762430041,0.0
10.324136795969332,0.2894822965226025,9.398312600278953,0.0,0.0,0.2032792713629707,0.0,0.14422495703074084,21.642286844492997,0.6173630636050618,0.2884499140614817,0.16386425412012914,0.25039936170122445,0.0,0.32585573302196424,0.5668088839507935
10.82855961541762,0.09273618495495704,9.236787541991033,0.0,0.0,0.1957433820584432,0.0,0.246621207433047,19.809864825478677,0.6377590898689419,0.3809854385995499,0.17651741676630314,0.2659005790469173,0.0,0.0,0.22440170265918305
