PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,UGDS_WOMEN,RET_PT4_POOLED,RET_PT4_POOLED_binr
0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0644,0.0,0.0,0.0,0.0,0.0,0.0099,0.1881,0.0,0.0248,0.005,0.0,0.0,0.0495,0.005,0.0,0.0,0.0,0.0446,0.1782,0.0149,0.0,0.0,0.0,0.0,0.0,0.0149,0.0,0.3713,0.0248,484.0,0.7665,0.062,0.0227,0.0021,0.0041,0.0,0.0145,0.031,0.0971,0.0682,35223.0,23700.0,23700.0,18700.0,9280.0,5205.0,0.2143,0.5434,0.3636,0
0.0,0.011000000000000001,0.0,0.0,0.0197,0.0,0.0,0.0,0.0219,0.0,0.0,0.0,0.0,0.0022,0.0066,0.0351,0.0,0.0439,0.0022,0.0,0.0132,0.0,0.0022,0.0044,0.0219,0.0,0.0197,0.0022,0.0351,0.0175,0.0,0.0,0.0,0.0,0.0943,0.5548,0.0921,0.0,1840.0,0.7853,0.0707,0.0745,0.0152,0.0005,0.0016,0.0293,0.0071,0.0158,0.1728,37280.0,29430.0,29430.0,15928.0,8391.0,6483.0,0.4717,0.7092,0.6667,1
0.0473,0.0,0.0,0.0,0.0068,0.0,0.0135,0.0,0.2905,0.0,0.0,0.0,0.0,0.027000000000000003,0.0338,0.0135,0.0,0.0203,0.0135,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0541,0.0,0.0405,0.027000000000000003,0.0,0.0,0.0,0.0,0.0405,0.1622,0.2027,0.0,631.0,0.813,0.038,0.0222,0.0032,0.0048,0.0032,0.019,0.0063,0.0903,0.225,40015.0,29510.0,29510.0,12682.0,12100.0,5147.0,0.2978,0.8986,0.5,0
0.0084,0.0186,0.0,0.0,0.0021,0.0063,0.0171,0.0117,0.0174,0.0027,0.0457,0.0045,0.0039,0.0021,0.0006,0.5041,0.0,0.0021,0.0,0.0,0.0105,0.0057,0.0003,0.0,0.0021,0.0,0.0,0.0403,0.0093,0.0,0.0141,0.0508,0.0442,0.0291,0.0138,0.0841,0.0466,0.0018,6797.0,0.7138,0.1031,0.0953,0.0062,0.0031,0.0021,0.0207,0.0072,0.0484,0.3799,17203.0,5737.0,13567.0,2982.0,5916.0,5989.0,0.1597,0.4027,0.4286,0
0.1325,0.003,0.0,0.0,0.0271,0.012,0.0211,0.0,0.1355,0.0904,0.0,0.003,0.0,0.0,0.0151,0.0181,0.0,0.0482,0.006,0.0,0.0,0.0361,0.0,0.0241,0.0181,0.0,0.0301,0.0331,0.0422,0.009000000000000001,0.0,0.0,0.0,0.0,0.0331,0.0663,0.1837,0.012,1353.0,0.8152,0.0207,0.0296,0.0074,0.0022,0.0007,0.0111,0.0857,0.0273,0.0103,42378.0,30000.0,30000.0,14693.0,9757.0,6343.0,0.6028,0.4693,0.3333,0
0.0,0.0201,0.0,0.0,0.1288,0.0,0.0213,0.0,0.0827,0.0,0.0,0.0,0.0,0.0378,0.0343,0.0012,0.0,0.0733,0.0165,0.0,0.0,0.0,0.0059,0.0,0.0118,0.0,0.0319,0.0,0.0,0.0839,0.0,0.0,0.0,0.0,0.065,0.052000000000000005,0.3215,0.0118,3038.0,0.7811,0.0487,0.0504,0.0332,0.001,0.0,0.028999999999999998,0.0527,0.0039,0.0303,49402.0,39062.0,39062.0,20498.0,11611.0,8956.0,0.6777,0.5747,0.6,0
0.0,0.0289,0.0,0.0,0.0342,0.0,0.0711,0.0,0.0947,0.0,0.0,0.0,0.0,0.0,0.0132,0.0184,0.0,0.0342,0.0053,0.0,0.0026,0.0921,0.0026,0.0,0.0,0.0,0.0421,0.0632,0.0,0.0026,0.0,0.0,0.0,0.1105,0.0,0.0816,0.3026,0.0,1955.0,0.6046,0.1524,0.09,0.0169,0.002,0.0041,0.0281,0.0588,0.043,0.1263,39389.0,29710.0,29710.0,19909.0,7177.0,6498.0,0.9911,0.4174,0.3333,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0377,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8208,0.0,0.0,0.0472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283,0.0,254.0,0.7323,0.0394,0.0512,0.0472,0.0354,0.0,0.0472,0.0,0.0472,0.0276,25982.0,17520.0,17520.0,7701.0,5888.0,4018.0,0.6,0.5512,0.4,0
0.0026,0.0,0.0,0.0,0.0154,0.0,0.0179,0.0,0.2179,0.0,0.0,0.0,0.0,0.0,0.0128,0.0385,0.0,0.059000000000000004,0.0103,0.0,0.0026,0.0487,0.0,0.0,0.0026,0.0,0.0256,0.0282,0.0128,0.0,0.0,0.0,0.0,0.0,0.0513,0.3308,0.1128,0.0103,1208.0,0.6275,0.1118,0.1076,0.0132,0.005,0.0116,0.043,0.0364,0.0439,0.1217,39770.0,28110.0,28110.0,12803.0,7064.0,6058.0,1.0,0.5596,0.0,0
0.0019,0.0,0.0,0.0,0.0209,0.0019,0.0494,0.0,0.0665,0.0,0.0,0.0076,0.0,0.0038,0.0095,0.0475,0.0,0.0589,0.0057,0.0,0.0,0.09699999999999999,0.0057,0.0,0.0,0.0,0.0722,0.0456,0.0684,0.0114,0.0,0.0,0.0,0.0,0.038,0.1236,0.2567,0.0076,1753.0,0.6748,0.0702,0.0456,0.0268,0.0034,0.0023,0.0633,0.0285,0.085,0.1021,35381.0,26516.0,26516.0,13438.0,6483.0,6476.0,0.4009,0.5533,0.5,0
0.0,0.0055,0.0,0.0,0.0,0.0,0.0387,0.0,0.0221,0.0,0.0,0.0,0.0,0.0387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0497,0.0663,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.6022,0.1492,0.0,417.0,0.693,0.1007,0.0504,0.0048,0.0024,0.0024,0.0096,0.0,0.1367,0.5588,23836.0,15352.0,15352.0,8319.0,2478.0,5757.0,0.2222,0.8321,1.0,1
0.1146,0.0131,0.0198,0.0011,0.0429,0.0,0.0105,0.0,0.0446,0.2143,0.0089,0.0084,0.0426,0.0,0.0116,0.0143,0.0,0.053,0.0113,0.0,0.0249,0.0461,0.0029,0.0,0.0139,0.0,0.0354,0.0,0.0023,0.0217,0.0,0.0,0.0,0.0,0.0395,0.0148,0.1784,0.0093,30116.0,0.7414,0.0272,0.0541,0.0321,0.002,0.0009,0.0231,0.0662,0.053,0.049,19878.0,8636.0,22472.0,10357.0,9702.0,10857.0,0.8369,0.4236,0.7354,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761,0.0,0.0,0.0,0.0543,0.0,0.0,0.0,0.0,0.0543,0.0652,0.0652,0.0,0.0,0.0,0.0,0.0,0.0326,0.1739,0.3043,0.0,602.0,0.4003,0.1728,0.1013,0.0615,0.01,0.0066,0.0399,0.0465,0.1611,0.098,37905.0,24600.0,30500.0,10361.0,7201.0,6067.0,1.0,0.51,0.0,0
0.0,0.0114,0.0,0.0027,0.0767,0.0,0.0216,0.0,0.0229,0.0883,0.0,0.015,0.0,0.0,0.0324,0.038,0.0,0.0322,0.0293,0.0,0.0239,0.1291,0.0046,0.0,0.0118,0.0,0.057,0.0,0.0123,0.0738,0.0,0.0,0.0,0.0,0.0491,0.0684,0.185,0.0145,23349.0,0.7133,0.0334,0.076,0.0403,0.0018,0.0009,0.0313,0.0859,0.0173,0.0972,21875.0,8965.0,30609.0,13700.0,13779.0,11124.0,0.8493,0.5284,0.7641,1
0.0,0.0423,0.0,0.004,0.0282,0.0,0.0383,0.0,0.0383,0.0,0.0,0.0605,0.0,0.0,0.0423,0.0,0.0,0.0968,0.0302,0.0,0.0202,0.0181,0.0262,0.0,0.0403,0.0,0.0706,0.0,0.0302,0.0827,0.0,0.0,0.0,0.0,0.125,0.0706,0.11900000000000001,0.0161,2008.0,0.8118,0.0194,0.0478,0.0129,0.004,0.0015,0.0229,0.0797,0.0,0.009000000000000001,52524.0,41020.0,41020.0,17399.0,14151.0,7677.0,0.7944,0.5538,0.5,0
0.0,0.0,0.0,0.0,0.0901,0.0,0.0631,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.0541,0.0,0.1351,0.0,0.0,0.0811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631,0.009000000000000001,0.4595,0.0,320.0,0.3094,0.0875,0.0813,0.0281,0.0094,0.0031,0.025,0.0469,0.4094,0.1844,39730.0,27530.0,27530.0,9459.0,6124.0,2011.0,0.6818,0.5844,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,755.0,0.8093,0.0781,0.0358,0.0252,0.004,0.0026,0.0225,0.0,0.0225,0.3695,26778.0,17600.0,17600.0,18542.0,8330.0,5659.0,0.4388,0.8821,0.4,0
0.0,0.0092,0.0,0.0,0.0069,0.0,0.0184,0.0,0.0668,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.023,0.0069,0.0,0.0023,0.0,0.0046,0.0,0.0023,0.0,0.0369,0.0415,0.0392,0.0069,0.0,0.0,0.0,0.0,0.023,0.3387,0.3525,0.0069,1502.0,0.7889,0.0672,0.0113,0.0206,0.0153,0.0047,0.016,0.0393,0.0366,0.27899999999999997,43185.0,30582.0,30582.0,14575.0,7336.0,6168.0,1.0,0.6778,0.5,0
0.0,0.0019,0.0,0.0,0.064,0.0085,0.0151,0.0,0.1778,0.0,0.0259,0.0075,0.0259,0.0,0.0235,0.0325,0.0,0.0414,0.0207,0.0,0.0066,0.0644,0.0052,0.0,0.0118,0.0,0.0423,0.0,0.0372,0.0677,0.0,0.0,0.0,0.0,0.048,0.0532,0.2027,0.0165,9686.0,0.8228,0.0273,0.0392,0.0136,0.0035,0.0007,0.0206,0.0325,0.0396,0.0755,20593.0,8699.0,19241.0,6325.0,9746.0,8481.0,0.7952,0.5692,0.4286,0
0.0,0.0,0.0,0.0,0.0234,0.0,0.0234,0.0,0.1563,0.0,0.0,0.0195,0.0,0.0,0.0156,0.0039,0.0,0.0703,0.0273,0.0,0.0,0.0742,0.0039,0.0156,0.0117,0.0,0.0313,0.0391,0.0352,0.0234,0.0,0.0,0.0,0.0,0.08199999999999999,0.1289,0.1953,0.0195,1014.0,0.8314,0.0128,0.0434,0.0138,0.002,0.0,0.0158,0.0335,0.0473,0.0207,42676.0,30200.0,30200.0,11676.0,8290.0,6509.0,1.0,0.5611,0.0,0
0.0,0.0,0.0,0.0031,0.0336,0.0,0.0199,0.0,0.0719,0.0459,0.0,0.0031,0.0,0.0,0.0107,0.0,0.0,0.0382,0.0046,0.0,0.0183,0.1239,0.0061,0.0031,0.0046,0.0,0.1453,0.0336,0.0,0.0199,0.0,0.0,0.0,0.0,0.0352,0.1422,0.2156,0.0214,2354.0,0.7455,0.0467,0.0769,0.0136,0.0013,0.0013,0.0285,0.0455,0.0408,0.0633,42922.0,30016.0,30016.0,15786.0,8865.0,7359.0,1.0,0.5599,0.7143,1
0.0078,0.0165,0.0,0.0,0.0104,0.0,0.0043,0.0,0.0519,0.0,0.0,0.0,0.0,0.0,0.0009,0.0597,0.0,0.0199,0.0017,0.0,0.0,0.0139,0.0,0.0,0.0043,0.0,0.09,0.0069,0.1152,0.0935,0.0,0.0,0.0,0.0,0.013000000000000001,0.1264,0.3636,0.0,4058.0,0.5724,0.1799,0.0542,0.016,0.0037,0.003,0.0177,0.1254,0.0276,0.4845,41442.0,29600.0,29600.0,9083.0,4521.0,5809.0,1.0,0.6222,0.4878,0
0.0,0.0,0.0,0.0,0.0315,0.0,0.0,0.0,0.022000000000000002,0.0,0.1591,0.0,0.0063,0.0,0.0031,0.0063,0.0,0.0063,0.0,0.0,0.0031,0.0205,0.0,0.0,0.0,0.0,0.0992,0.4189,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.0598,0.1528,0.0063,2053.0,0.6434,0.1359,0.0994,0.0209,0.0088,0.0019,0.0136,0.0107,0.0653,0.2786,32847.0,21664.0,21664.0,7438.0,2957.0,4977.0,0.2832,0.3697,0.6,0
0.0,0.0,0.0,0.0,0.0287,0.0,0.0041,0.0,0.037000000000000005,0.0,0.0,0.0041,0.0,0.0,0.0103,0.0,0.0,0.0226,0.0,0.0,0.0164,0.078,0.0,0.0,0.0082,0.0,0.0205,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0103,0.1561,0.5503,0.0144,1465.0,0.7106,0.1065,0.0785,0.0082,0.0123,0.0034,0.0355,0.0177,0.0273,0.2765,42539.0,28960.0,28960.0,11935.0,6090.0,6285.0,0.1611,0.5659,0.3333,0
0.0,0.0,0.0,0.0,0.0,0.0217,0.0,0.0,0.1159,0.0,0.0,0.0,0.0,0.0,0.0145,0.0072,0.0,0.1377,0.028999999999999998,0.0,0.0,0.1739,0.0072,0.0,0.0,0.0,0.0507,0.0,0.0,0.0362,0.0,0.0,0.0,0.0,0.1159,0.0145,0.2391,0.0362,710.0,0.5465,0.1563,0.1803,0.006999999999999999,0.0141,0.0056,0.0254,0.0648,0.0,0.0042,41886.0,26922.0,26922.0,9164.0,5640.0,4244.0,0.5065,0.4042,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0313,0.0,0.0781,0.0,0.0,0.0,0.0,0.0,0.0,0.3438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3906,0.1563,0.0,294.0,0.1327,0.3299,0.3946,0.0646,0.017,0.0068,0.0442,0.0102,0.0,0.3912,14829.0,7140.0,7140.0,5606.0,3832.0,4747.0,1.0,0.7415,0.1383,0
0.0,0.0,0.0,0.0,0.0388,0.0,0.0445,0.0,0.2672,0.0,0.0,0.0,0.0,0.0,0.023,0.0489,0.0,0.0431,0.0029,0.0,0.0,0.0273,0.0,0.0,0.0216,0.0,0.0589,0.0287,0.0,0.0589,0.0,0.0,0.0,0.0,0.0474,0.1092,0.1667,0.0129,3499.0,0.7108,0.046,0.0703,0.0086,0.004,0.0006,0.0755,0.07,0.0143,0.06,18154.0,6345.0,19918.0,7149.0,7409.0,6849.0,0.8931,0.6219,0.614,1
0.0194,0.0,0.0,0.0,0.0425,0.0,0.0335,0.0,0.1095,0.0022,0.0,0.0019,0.0,0.0,0.0048,0.1203,0.0,0.0138,0.0041,0.0,0.0034,0.0,0.0007,0.0,0.0097,0.0,0.0473,0.0317,0.0078,0.0313,0.0,0.0,0.0,0.0,0.0179,0.1036,0.3916,0.003,12174.0,0.5434,0.0366,0.0767,0.0091,0.0042,0.0008,0.0232,0.3022,0.0038,0.5257,16753.0,5009.0,14832.0,5778.0,4896.0,6631.0,0.6105,0.5987,0.4643,0
0.0,0.0,0.0,0.0,0.0068,0.0,0.0788,0.0,0.0651,0.0,0.0,0.0103,0.0,0.0,0.0103,0.0103,0.0,0.0753,0.0034,0.0,0.0,0.0479,0.0034,0.0,0.0034,0.0,0.0479,0.0377,0.0,0.0137,0.0,0.0,0.0,0.0,0.0685,0.0514,0.4486,0.0171,1110.0,0.5919,0.0883,0.1081,0.009000000000000001,0.0171,0.0018,0.0144,0.0,0.1694,0.1856,38141.0,27565.0,27565.0,12581.0,5489.0,6635.0,1.0,0.5604,0.2727,0
0.0,0.0106,0.0049,0.0084,0.1001,0.0,0.0195,0.0,0.0358,0.08800000000000001,0.0,0.02,0.0,0.0,0.0212,0.0296,0.0,0.0607,0.0126,0.0,0.0434,0.0353,0.0025,0.0,0.0165,0.0,0.054000000000000006,0.0,0.0215,0.0567,0.0,0.0,0.0,0.0,0.055,0.1112,0.18100000000000002,0.0116,18903.0,0.7121,0.0426,0.0798,0.0477,0.0034,0.0006,0.0515,0.0566,0.0058,0.0982,24824.0,10824.0,26592.0,12206.0,18034.0,9976.0,0.8282,0.5114,0.7276,1
0.1351,0.0066,0.0,0.0005,0.0389,0.0,0.02,0.0,0.0762,0.1125,0.0253,0.0032,0.0803,0.0,0.0071,0.0022,0.0,0.0333,0.0046,0.0,0.0166,0.0441,0.0017,0.0,0.0124,0.0,0.0231,0.0,0.0153,0.0759,0.0,0.0005,0.0,0.0119,0.0253,0.0341,0.1852,0.008,18171.0,0.7829999999999999,0.0335,0.0706,0.0147,0.005,0.0009,0.0366,0.0464,0.0093,0.0836,23262.0,10135.0,25492.0,11305.0,12121.0,9055.0,0.8891,0.4711,0.4054,0
0.0,0.0062,0.0,0.0,0.0556,0.0,0.0432,0.0,0.0926,0.0062,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0309,0.0,0.0,0.0,0.1543,0.0,0.0062,0.037000000000000005,0.0,0.0494,0.142,0.0,0.0062,0.0,0.0,0.0,0.0,0.0494,0.037000000000000005,0.2469,0.0185,671.0,0.62,0.1416,0.1624,0.0045,0.003,0.0045,0.0373,0.0179,0.0089,0.0596,41239.0,28980.0,28980.0,13182.0,5555.0,5795.0,1.0,0.4024,0.2,0
0.0,0.0,0.0,0.0,0.0069,0.0,0.0023,0.0,0.0438,0.0,0.0,0.0,0.0,0.0,0.0023,0.0138,0.0,0.0069,0.0023,0.0,0.0069,0.0392,0.0207,0.03,0.0023,0.0,0.0346,0.0161,0.0023,0.0046,0.0,0.0,0.0,0.0,0.0138,0.4885,0.2581,0.0046,1215.0,0.6041,0.1292,0.0848,0.0156,0.0115,0.0082,0.0362,0.0,0.1103,0.1819,40179.0,29670.0,29670.0,9794.0,4954.0,6578.0,0.9383,0.5893,0.5,0
0.0,0.0,0.0,0.0,0.0468,0.0404,0.0174,0.0,0.134,0.0,0.1459,0.0056,0.0278,0.0,0.0087,0.0293,0.0,0.0452,0.0063,0.0,0.0056,0.0389,0.0,0.0,0.0143,0.0,0.0492,0.0206,0.019,0.0111,0.0,0.0317,0.0,0.0,0.0167,0.0761,0.19899999999999998,0.0103,5340.0,0.7869,0.0391,0.0588,0.0088,0.0146,0.0017,0.0629,0.0251,0.0021,0.0571,17748.0,7100.0,18152.0,5370.0,6450.0,7155.0,0.7953,0.4713,0.3488,0
0.0,0.0,0.0,0.0,0.0439,0.0,0.0242,0.0009,0.0457,0.0,0.0081,0.0054,0.0,0.0233,0.0206,0.13699999999999998,0.0,0.0179,0.0027,0.0,0.0081,0.0304,0.0,0.0,0.0036,0.0036,0.0179,0.0519,0.0251,0.0233,0.0,0.0179,0.0,0.0,0.026000000000000002,0.35,0.0994,0.0134,4926.0,0.6486,0.0619,0.1145,0.0085,0.0071,0.0006,0.0471,0.0351,0.0765,0.2138,18777.0,7978.0,17918.0,6197.0,8760.0,7395.0,0.5761,0.5958,0.4174,0
0.0,0.0,0.0,0.0018,0.0262,0.0,0.0,0.0,0.0878,0.1339,0.005,0.0095,0.0009,0.0,0.0118,0.0851,0.0,0.0312,0.005,0.0,0.0005,0.0679,0.0027,0.0,0.0181,0.0,0.0367,0.0317,0.0321,0.0195,0.0,0.0,0.0,0.0,0.0339,0.1611,0.1873,0.0104,10970.0,0.6,0.0608,0.1224,0.0723,0.0065,0.0012,0.0481,0.0662,0.0225,0.2095,18924.0,8432.0,17390.0,8568.0,6380.0,7651.0,0.968,0.5325,0.3426,0
0.0,0.0165,0.0,0.0,0.0725,0.0,0.0082,0.0,0.0577,0.0016,0.0,0.0016,0.0,0.0,0.0198,0.0066,0.0,0.0708,0.0082,0.0,0.0049,0.0725,0.0033,0.0049,0.0313,0.0,0.0988,0.0165,0.0,0.0445,0.0,0.0,0.0,0.0,0.0329,0.2702,0.1384,0.0181,2474.0,0.8129,0.0457,0.0384,0.0214,0.0024,0.0008,0.0344,0.0125,0.0315,0.0283,53640.0,40750.0,40750.0,17573.0,10409.0,8062.0,0.3802,0.6427,0.6667,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,0.0203,0.0102,0.0,0.0,0.0,0.0,0.0152,0.0609,0.0,0.0355,0.0051,0.0,0.0,0.0,0.0,0.0305,0.0102,0.0,0.0711,0.0,0.5431,0.0102,0.0,0.0,0.0,0.0,0.0152,0.0406,0.1168,0.0,911.0,0.6059,0.146,0.067,0.0099,0.0033,0.0022,0.0274,0.0121,0.1262,0.2316,30478.0,21550.0,21550.0,11095.0,6974.0,5344.0,0.4444,0.7519,0.4,0
0.0,0.0053,0.0,0.0,0.0321,0.0,0.0027,0.0,0.1203,0.0,0.0,0.0027,0.0348,0.0,0.016,0.0294,0.0,0.0241,0.0107,0.0,0.0,0.0749,0.0,0.0775,0.0027,0.0,0.0455,0.0909,0.0749,0.0321,0.0,0.0,0.0,0.0,0.0214,0.1337,0.1604,0.008,2365.0,0.718,0.1285,0.0321,0.0025,0.0042,0.0025,0.0211,0.0736,0.0173,0.1099,37117.0,25400.0,25400.0,10517.0,6392.0,5211.0,0.4986,0.5759,0.4815,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.937,0.0315,0.0079,0.0079,0.0,0.0,0.0157,0.0,0.0,0.5039,16609.0,9020.0,9020.0,4607.0,5741.0,4598.0,0.8182,0.1811,0.5455,0
0.0,0.0,0.0,0.0,0.0283,0.0,0.0,0.0,0.0825,0.0,0.0,0.0024,0.0,0.0,0.0047,0.0071,0.0,0.1085,0.0118,0.0,0.0,0.066,0.0,0.0189,0.0212,0.0,0.0613,0.1179,0.1226,0.0024,0.0,0.0,0.0,0.0,0.0118,0.0991,0.2146,0.0189,2085.0,0.5204,0.0297,0.0144,0.0043,0.0029,0.0005,0.0101,0.0336,0.3842,0.1338,37529.0,23000.0,23000.0,8018.0,3339.0,5136.0,0.4649,0.5703,0.4,0
0.0127,0.0081,0.0,0.0,0.0283,0.0007,0.0106,0.0,0.0626,0.0007,0.0499,0.0081,0.0173,0.0096,0.0124,0.0991,0.0,0.0191,0.0053,0.0,0.0064,0.0311,0.0007,0.0,0.0205,0.0,0.0584,0.1599,0.0276,0.0287,0.0,0.0,0.0,0.0071,0.0216,0.1936,0.0913,0.0085,12750.0,0.8457,0.0601,0.0294,0.0068,0.0023,0.0009,0.0292,0.0138,0.0118,0.1581,20580.0,9366.0,18250.0,6904.0,9370.0,7140.0,0.5679,0.5686,0.2572,0
0.0554,0.0,0.0,0.0,0.0609,0.0,0.0609,0.0,0.0499,0.0,0.0,0.0,0.0471,0.0,0.0166,0.0443,0.0,0.0332,0.0194,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.07200000000000001,0.0886,0.1053,0.0388,0.0,0.0,0.0,0.0,0.0249,0.1773,0.09699999999999999,0.0,1349.0,0.2372,0.6279,0.0267,0.0111,0.0052,0.0,0.0385,0.0052,0.0482,0.1698,18436.0,8184.0,19638.0,7220.0,7102.0,6321.0,0.8545,0.5849,0.2,0
0.0565,0.01,0.0127,0.0011,0.0994,0.0,0.0246,0.0,0.0973,0.1187,0.0,0.0115,0.0465,0.0,0.0193,0.0002,0.0,0.0516,0.0115,0.0,0.0157,0.0,0.0025,0.0,0.0125,0.0,0.0471,0.0,0.0134,0.0437,0.0,0.0,0.0,0.0,0.0263,0.0949,0.1739,0.0089,22078.0,0.7552,0.078,0.0481,0.0264,0.0021,0.0011,0.0372,0.0249,0.0269,0.0664,27591.0,11942.0,28046.0,12543.0,12475.0,10644.0,0.8479,0.5481,0.42200000000000004,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.1458,0.0,0.0,0.1354,0.0,0.0,0.0521,0.0,0.0521,0.0,0.0,0.0,0.0,0.0,0.0521,0.1146,0.2604,0.0417,477.0,0.6792,0.1593,0.0252,0.0,0.0021,0.0,0.0147,0.0356,0.0839,0.0797,31898.0,19256.0,19256.0,10421.0,5824.0,4779.0,0.3146,0.4319,0.2,0
0.0,0.0207,0.0,0.0,0.0455,0.0,0.0021,0.0,0.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0,0.028999999999999998,0.0021,0.0,0.0,0.0248,0.0062,0.0311,0.0,0.0,0.0352,0.0704,0.4783,0.0,0.0,0.0,0.0,0.0,0.0145,0.0621,0.1056,0.0145,1958.0,0.6185,0.0838,0.0077,0.0041,0.0026,0.001,0.0184,0.0,0.264,0.0296,36324.0,24246.0,24246.0,8637.0,5616.0,5750.0,0.5095,0.6047,0.6667,1
0.0,0.0,0.0,0.0085,0.0849,0.0,0.0,0.0,0.0803,0.1231,0.0,0.0091,0.0,0.0049,0.0261,0.0124,0.0,0.0425,0.0095,0.0,0.0062,0.0901,0.0029,0.0,0.0134,0.0,0.0634,0.0542,0.0167,0.0624,0.0,0.0,0.0,0.0,0.0349,0.0957,0.1453,0.0134,14550.0,0.7314,0.1128,0.0474,0.0382,0.0012,0.0004,0.0544,0.0129,0.0013,0.1777,25728.0,11264.0,26286.0,11940.0,16438.0,8791.0,0.6855,0.5098,0.5048,0
0.066,0.0,0.0,0.0,0.0189,0.0,0.0,0.0,0.1321,0.0,0.0,0.0,0.0,0.0,0.0047,0.0,0.0,0.033,0.0,0.0,0.0425,0.0472,0.0,0.0,0.0,0.0,0.066,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2642,0.2689,0.0,989.0,0.7695,0.0748,0.0495,0.0051,0.003,0.001,0.0263,0.0445,0.0263,0.2336,38292.0,23950.0,23950.0,12362.0,5698.0,6344.0,0.2131,0.7452,0.7561,1
0.0306,0.0,0.0,0.0,0.0355,0.0,0.0118,0.0,0.0946,0.0,0.0522,0.0042,0.0,0.009000000000000001,0.0111,0.1343,0.0,0.0522,0.016,0.0,0.0014,0.0494,0.0028,0.0,0.0271,0.0,0.0306,0.0,0.0626,0.0355,0.0,0.0,0.0,0.0,0.0522,0.1524,0.128,0.0063,6410.0,0.883,0.0365,0.0195,0.0048,0.0016,0.0006,0.0203,0.0279,0.0058,0.1229,20507.0,8950.0,13426.0,5057.0,7812.0,6610.0,0.7754,0.5917,0.2,0
