PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,UGDS_WOMEN,RET_PT4_POOLED,RET_PT4_POOLED_binr
0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0495,0.0,0.0,0.0,0.0,0.0239,0.0092,0.0128,0.0,0.0147,0.0055,0.0,0.0018,0.0349,0.0,0.0147,0.0,0.0,0.0495,0.16699999999999998,0.0,0.0092,0.0,0.0,0.0,0.0,0.0055,0.011000000000000001,0.5835,0.0,2272.0,0.4146,0.4969,0.0198,0.004,0.0018,0.004,0.0194,0.0242,0.0154,0.2333,31720.0,20970.0,20970.0,11037.0,5089.0,5702.0,0.4787,0.6127,0.4545,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0383,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8962,0.0273,0.0,537.0,0.2924,0.594,0.0279,0.0,0.0019,0.0,0.040999999999999995,0.0,0.0428,0.54,27797.0,13850.0,13850.0,10525.0,4518.0,5360.0,0.4286,0.73,0.6667,1
0.0,0.0,0.0,0.0,0.0392,0.0,0.0207,0.0,0.0769,0.0,0.0266,0.0007,0.0362,0.0,0.0251,0.0533,0.0,0.0414,0.0118,0.0,0.0,0.0067,0.0,0.0,0.0052,0.0,0.0429,0.054000000000000006,0.0695,0.0311,0.0,0.0,0.0,0.0,0.0333,0.2544,0.1524,0.0185,6622.0,0.7194,0.1901,0.0103,0.0072,0.0069,0.0009,0.0,0.0198,0.0453,0.1818,20890.0,8166.0,15582.0,6700.0,7528.0,6960.0,0.7206,0.5757,0.4074,0
0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0536,0.0,0.0,0.0,0.0,0.0,0.0179,0.0,0.0,0.0893,0.0,0.0,0.0179,0.0,0.0179,0.0,0.0357,0.0,0.0893,0.0357,0.0179,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.0179,0.0,315.0,0.7175,0.2,0.0286,0.019,0.0063,0.0,0.0063,0.0,0.0222,0.2698,30456.0,17896.0,17896.0,8067.0,11512.0,5932.0,0.4783,0.981,0.0,0
0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0965,0.0,0.0386,0.0,0.0,0.0,0.0096,0.0,0.0,0.0579,0.0193,0.0,0.1479,0.0868,0.0,0.0,0.0161,0.0,0.0386,0.0,0.0,0.0096,0.0,0.0225,0.0,0.0,0.0,0.1576,0.2379,0.0161,2106.0,0.4231,0.4425,0.0185,0.0019,0.0028,0.0005,0.0294,0.0489,0.0323,0.1249,19671.0,9204.0,16818.0,8192.0,8295.0,6711.0,0.5667,0.5541,0.5714,0
0.0,0.0,0.0,0.0,0.0807,0.0,0.0448,0.0,0.0269,0.0,0.0,0.0,0.0314,0.0,0.0179,0.0,0.0,0.1256,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2287,0.1076,0.0269,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.0135,1647.0,0.0231,0.9599,0.0073,0.0,0.0006,0.0,0.0085,0.0,0.0006,0.0559,22346.0,11794.0,11794.0,5300.0,4397.0,4444.0,0.7077,0.4924,0.1429,0
0.0,0.0,0.0,0.0,0.0519,0.0,0.0259,0.0,0.1,0.0,0.0,0.0,0.0111,0.0,0.0148,0.0704,0.0,0.0333,0.0222,0.0,0.0148,0.0741,0.0333,0.0741,0.0,0.0,0.037000000000000005,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0333,0.1407,0.2111,0.0185,1276.0,0.6168,0.1857,0.0212,0.0141,0.0094,0.0298,0.0643,0.0376,0.0212,0.0972,35256.0,22210.0,22210.0,9537.0,6175.0,4938.0,1.0,0.6332,0.5,0
0.0,0.0,0.0,0.0,0.0392,0.0,0.0,0.0,0.0961,0.0,0.0,0.0098,0.0431,0.0,0.0686,0.0,0.0,0.0451,0.0255,0.0,0.0,0.1039,0.0,0.0,0.0196,0.0,0.0529,0.0,0.0373,0.0569,0.0,0.0,0.0,0.0,0.1569,0.0765,0.1255,0.0431,2329.0,0.6866,0.1597,0.0528,0.0094,0.0034,0.0004,0.0335,0.0232,0.0309,0.0988,23938.0,12400.0,25030.0,8422.0,11010.0,7451.0,0.6709,0.6754,0.5,0
0.0,0.0,0.0,0.0,0.0654,0.0,0.0129,0.0129,0.1032,0.0,0.0,0.0111,0.0221,0.0,0.0203,0.0,0.0,0.0387,0.0046,0.0,0.0304,0.0636,0.0,0.0,0.0221,0.0,0.0276,0.0323,0.0461,0.0516,0.0,0.0,0.0,0.0,0.0618,0.1429,0.2157,0.0147,5771.0,0.73,0.1521,0.0315,0.0059,0.0088,0.0014,0.0262,0.0237,0.0203,0.1128,18223.0,8480.0,15128.0,6997.0,7761.0,7567.0,1.0,0.5959,0.6061,1
0.0,0.0,0.0,0.0,0.0302,0.0,0.0082,0.0,0.033,0.0,0.0,0.0165,0.0165,0.0,0.0055,0.1346,0.0,0.1346,0.0192,0.0,0.0,0.0,0.0,0.0604,0.0055,0.0,0.0714,0.0,0.0687,0.0302,0.0,0.0,0.0,0.0,0.0247,0.1978,0.1346,0.0082,1623.0,0.0049,0.8392,0.0388,0.0043,0.0062,0.0,0.0,0.0635,0.0431,0.0635,35547.0,16720.0,16720.0,12014.0,6587.0,4902.0,0.7748,0.5798,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.3043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.2174,0.0,311.0,0.0193,0.9711,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.2605,15022.0,7115.0,7115.0,13530.0,6158.0,2900.0,1.0,0.5659,0.0256,0
0.0,0.0,0.0,0.0,0.0431,0.0,0.032,0.0,0.109,0.0969,0.0,0.006,0.0,0.0,0.0144,0.0,0.0,0.0677,0.0065,0.0,0.0557,0.0223,0.0019,0.0,0.0158,0.0,0.0301,0.026000000000000002,0.0162,0.0264,0.0,0.0,0.0,0.0,0.0223,0.2848,0.11599999999999999,0.006999999999999999,10712.0,0.5927,0.2251,0.0334,0.03,0.0065,0.0015,0.0308,0.0579,0.0221,0.1527,19702.0,7812.0,15324.0,9198.0,9082.0,7203.0,0.6234,0.564,0.5806,0
0.0,0.0,0.0,0.0,0.0481,0.0,0.0,0.0,0.0865,0.0,0.0,0.0,0.0,0.0,0.0288,0.0673,0.0,0.2404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481,0.0,0.2115,0.1058,633.0,0.0695,0.8657,0.0205,0.0,0.0016,0.0,0.0095,0.0,0.0332,0.128,19803.0,10792.0,10792.0,8697.0,4479.0,4641.0,0.6346,0.5419,0.2,0
0.0,0.0,0.0,0.0,0.0388,0.0,0.0971,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0194,0.0,0.0,0.0874,0.0194,0.0,0.0,0.0,0.0,0.0,0.0194,0.0,0.1068,0.0777,0.1165,0.0874,0.0,0.0,0.0,0.0,0.0777,0.0,0.233,0.0097,782.0,0.0192,0.867,0.0473,0.0,0.0013,0.0013,0.023,0.0217,0.0192,0.0256,22314.0,12340.0,12340.0,8182.0,5367.0,5471.0,0.6176,0.4719,0.6775,1
0.0,0.0016,0.0,0.0,0.0374,0.0,0.0454,0.0,0.0707,0.0,0.0028,0.0048,0.0,0.0,0.01,0.0776,0.0,0.035,0.0084,0.0,0.0189,0.047,0.0,0.0,0.0048,0.0,0.1198,0.1117,0.0595,0.0659,0.0,0.0,0.0,0.0,0.0145,0.0844,0.1676,0.0121,13634.0,0.535,0.3007,0.0375,0.0087,0.0048,0.0014,0.0282,0.0452,0.0385,0.3053,18585.0,8692.0,16276.0,9357.0,6599.0,6444.0,0.3774,0.6007,0.3812,0
0.1435,0.011000000000000001,0.0419,0.0,0.0155,0.0,0.0287,0.0,0.0419,0.1965,0.0,0.0,0.0375,0.0,0.011000000000000001,0.0,0.0,0.0927,0.0022,0.0,0.0,0.0,0.0,0.0,0.0155,0.0,0.1082,0.0,0.0132,0.0353,0.0,0.0,0.0,0.0,0.0,0.0662,0.1347,0.0044,2833.0,0.0067,0.8009,0.0078,0.0071,0.0028,0.0,0.0011,0.0,0.1737,0.0392,36673.0,22170.0,22170.0,15268.0,12490.0,4753.0,1.0,0.6318,1.0,1
0.0,0.0042,0.0,0.0019,0.0088,0.0,0.0223,0.006999999999999999,0.0279,0.0497,0.0539,0.006999999999999999,0.0065,0.0084,0.0158,0.1301,0.0,0.019,0.0033,0.0,0.0279,0.006,0.0033,0.0,0.0098,0.0107,0.0288,0.0283,0.0153,0.0344,0.0,0.0297,0.0181,0.02,0.0172,0.215,0.1528,0.0172,11332.0,0.5552,0.0335,0.0889,0.0906,0.0566,0.009000000000000001,0.1146,0.0219,0.0297,0.4343,19126.0,6690.0,19494.0,6834.0,11692.0,9248.0,0.4735,0.5732,0.4949,0
0.0,0.0221,0.0,0.0025,0.0115,0.0,0.027000000000000003,0.0295,0.0311,0.09,0.0491,0.0188,0.0057,0.0049,0.0131,0.063,0.0,0.0442,0.0074,0.0,0.0426,0.0,0.0,0.0,0.0147,0.0,0.0221,0.0851,0.0352,0.0221,0.0188,0.0532,0.0074,0.0033,0.0221,0.1358,0.1129,0.0049,4910.0,0.4945,0.0277,0.0727,0.0196,0.1403,0.0049,0.0786,0.0112,0.1505,0.4029,17168.0,6262.0,19183.0,7960.0,16935.0,9617.0,0.6036,0.5621,0.5698,0
0.0,0.0724,0.0,0.0088,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0154,0.2215,0.0,0.0395,0.0088,0.0,0.0614,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0351,0.0088,0.0219,0.0175,0.0,0.0,0.2281,0.2193,0.0,1214.0,0.4926,0.0115,0.0725,0.0387,0.1096,0.0091,0.0824,0.0049,0.1787,0.528,17286.0,6828.0,19533.0,7411.0,14891.0,8395.0,0.6279,0.6689,0.4375,0
0.0,0.0462,0.0,0.0154,0.0,0.0,0.0,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.0154,0.2154,0.0,0.1077,0.0,0.0,0.0923,0.1692,0.0,0.0,0.0154,0.0,0.0923,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,247.0,0.4777,0.0405,0.0526,0.0202,0.1741,0.0081,0.1336,0.0,0.0931,0.2672,32489.0,20760.0,20760.0,13689.0,11119.0,5833.0,0.4247,0.6356,0.5,0
0.0,0.0114,0.013000000000000001,0.0055,0.039,0.0,0.0456,0.0,0.0421,0.1102,0.0031,0.0088,0.0192,0.0104,0.0181,0.0002,0.0,0.0778,0.0144,0.0,0.0632,0.0012,0.0067,0.0,0.0119,0.0,0.0416,0.0,0.0,0.0951,0.0,0.0,0.0,0.0,0.0646,0.0125,0.2747,0.0099,42181.0,0.5,0.0377,0.2067,0.0745,0.011000000000000001,0.0021,0.0412,0.1218,0.0051,0.0841,24353.0,10792.0,27372.0,18995.0,12311.0,11348.0,0.789,0.4326,0.4363,0
0.0197,0.0143,0.0184,0.0106,0.0477,0.0,0.0336,0.0,0.0397,0.0728,0.0039,0.0235,0.0181,0.0061,0.0193,0.0,0.0,0.1036,0.0128,0.0,0.0757,0.0035,0.0096,0.0,0.0207,0.0007,0.057,0.0199,0.0086,0.0791,0.0,0.0,0.0,0.0,0.038,0.0843,0.1497,0.0093,33428.0,0.5034,0.0401,0.2671,0.054000000000000006,0.0128,0.0028,0.0459,0.067,0.0069,0.125,26157.0,11877.0,35307.0,15765.0,12211.0,10928.0,0.9167,0.5206,0.6254,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0,0.0,0.0,0.0596,0.0,0.0115,0.0275,0.0,0.1376,0.0,0.0,0.0,0.2638,0.0,0.0,0.094,0.0,2598.0,0.6212,0.0216,0.0585,0.0574,0.0027,0.0065,0.0982,0.0651,0.0689,0.0489,49912.0,34662.0,34662.0,26090.0,12979.0,9069.0,0.71,0.244,0.5625,0
0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.1151,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0199,0.0,0.0,0.0,0.0161,0.0,0.0235,0.0,0.0,0.0,0.0356,0.0793,0.0014,0.0,0.0,0.0,0.0,0.0095,0.5435,0.1324,0.0044,48666.0,0.4825,0.1669,0.1959,0.0305,0.0106,0.0062,0.0391,0.008,0.0605,0.6716,31051.0,17050.0,17050.0,10977.0,1997.0,6482.0,0.0709,0.7129,0.3787,0
0.0,0.0332,0.0,0.0012,0.0479,0.0,0.0095,0.0,0.0952,0.0511,0.0,0.0067,0.0,0.0011,0.0206,0.0975,0.0,0.0566,0.005,0.0,0.0102,0.0294,0.002,0.0,0.0153,0.0143,0.0391,0.0009,0.0164,0.0715,0.0,0.0,0.0,0.0,0.0307,0.1336,0.20600000000000002,0.0051,26974.0,0.5688,0.0332,0.2396,0.0196,0.025,0.0026,0.0568,0.0436,0.0109,0.1848,26314.0,11059.0,24841.0,8015.0,7402.0,8239.0,0.6633,0.5997,0.5213,0
0.0,0.0,0.0,0.0,0.0427,0.0,0.0271,0.0,0.0301,0.0277,0.0415,0.0361,0.0,0.0,0.0319,0.0939,0.0,0.0355,0.009000000000000001,0.0,0.0024,0.0,0.0036,0.0,0.0144,0.0,0.0512,0.0789,0.0235,0.0253,0.0,0.0,0.0,0.0,0.0307,0.2505,0.1349,0.009000000000000001,6677.0,0.507,0.2864,0.0428,0.0193,0.0027,0.0,0.1002,0.0395,0.0021,0.3654,21377.0,8998.0,21208.0,5808.0,7563.0,7425.0,0.9774,0.6123,0.3875,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.0,0.0,0.0,0.0,0.0,0.0,0.5313,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0313,0.1667,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.1354,0.0,593.0,0.0523,0.9325,0.0067,0.0,0.0,0.0034,0.0,0.0051,0.0,0.1636,22512.0,8760.0,8760.0,8028.0,3966.0,4340.0,0.5909,0.3204,0.4118,0
0.0415,0.0057,0.0106,0.0004,0.0652,0.0,0.0126,0.0,0.0303,0.1056,0.0,0.0082,0.0466,0.0,0.0199,0.0,0.0,0.0439,0.0068,0.0,0.0022,0.0658,0.0022,0.0,0.0194,0.0,0.0322,0.017,0.0126,0.0506,0.0,0.0,0.0,0.0,0.0305,0.0967,0.2564,0.017,22763.0,0.7619,0.0446,0.0877,0.0249,0.0092,0.0007,0.0361,0.0294,0.0054,0.1039,22122.0,9062.0,24308.0,9281.0,10173.0,9671.0,0.8690000000000001,0.5315,0.6027,0
0.0558,0.017,0.0,0.0,0.0437,0.0,0.0243,0.0,0.0752,0.0,0.051,0.0,0.0704,0.0,0.0218,0.0971,0.0,0.1456,0.0146,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,0.0364,0.0704,0.0388,0.0267,0.0,0.0,0.0,0.0,0.017,0.0583,0.1092,0.0,2510.0,0.0343,0.9203,0.0159,0.0032,0.0008,0.0,0.0139,0.0108,0.0008,0.0673,16264.0,7408.0,13738.0,3002.0,7366.0,5851.0,0.8326,0.588,0.1555,0
0.0407,0.0077,0.0,0.0,0.0308,0.0,0.0167,0.0,0.0822,0.0287,0.0047,0.0017,0.0,0.0,0.0073,0.2516,0.0,0.0368,0.0056,0.0,0.0017,0.0432,0.003,0.0,0.0128,0.0,0.027000000000000003,0.003,0.0205,0.0475,0.0,0.0,0.0,0.0,0.015,0.18100000000000002,0.1267,0.0043,8856.0,0.7464,0.1338,0.0281,0.0089,0.0028,0.0003,0.0215,0.0502,0.0079,0.2254,20952.0,8478.0,14778.0,3824.0,5276.0,7077.0,0.7339,0.5943,0.3857,0
0.0188,0.0055,0.0,0.0012,0.0224,0.0,0.0188,0.009000000000000001,0.0754,0.033,0.0232,0.0031,0.0059,0.0,0.0086,0.053,0.0,0.0122,0.0039,0.0,0.095,0.0094,0.0,0.0,0.0059,0.0,0.0286,0.0624,0.0043,0.0126,0.0,0.0357,0.0267,0.0,0.0094,0.2861,0.1264,0.0035,8247.0,0.7519,0.084,0.0686,0.0125,0.0076,0.0002,0.0343,0.0407,0.0,0.1878,18143.0,7104.0,12528.0,4410.0,5165.0,6637.0,1.0,0.5444,0.475,0
0.0291,0.0086,0.0,0.0,0.0097,0.0,0.0,0.0,0.0183,0.0,0.0388,0.0032,0.0431,0.0,0.013999999999999999,0.2381,0.0,0.0162,0.0,0.0,0.0528,0.0323,0.0,0.0,0.0086,0.0,0.0183,0.0216,0.0075,0.0054,0.0,0.0625,0.0496,0.0032,0.0162,0.2037,0.0916,0.0075,2589.0,0.6157,0.2951,0.0379,0.0031,0.0042,0.0008,0.0351,0.0081,0.0,0.1587,17690.0,7462.0,13312.0,4008.0,7703.0,5685.0,1.0,0.5678,0.2,0
0.0,0.0134,0.0,0.0,0.0321,0.0,0.0164,0.0,0.0789,0.0,0.0,0.0099,0.0649,0.0,0.0333,0.0292,0.0,0.0532,0.0123,0.0,0.0076,0.0421,0.0053,0.0,0.0216,0.0,0.0707,0.0,0.0053,0.0637,0.0,0.0,0.0,0.0,0.0584,0.1788,0.1812,0.0216,9034.0,0.6578,0.1704,0.0535,0.022000000000000002,0.0051,0.0008,0.0382,0.0498,0.0024,0.1116,20702.0,8524.0,15047.0,5443.0,7574.0,6974.0,0.7533,0.594,0.5775,0
0.0,0.0,0.0,0.0,0.0253,0.0,0.0,0.0,0.0633,0.0,0.0,0.0,0.0,0.0,0.0127,0.1076,0.0,0.0253,0.0,0.0,0.0,0.1203,0.0,0.1582,0.0,0.0,0.1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253,0.3418,0.0063,676.0,0.6583,0.2337,0.0385,0.0059,0.0148,0.003,0.0044,0.0311,0.0104,0.1139,24453.0,15750.0,15750.0,9353.0,3630.0,5356.0,0.3077,0.4320000000000001,0.5,0
0.0,0.0,0.0,0.0,0.0564,0.0,0.0585,0.0,0.1432,0.0261,0.0,0.0125,0.0199,0.0,0.0115,0.0731,0.0,0.0428,0.0094,0.0,0.0063,0.0543,0.0,0.0418,0.0042,0.0,0.0428,0.0209,0.0345,0.0084,0.0,0.0,0.0,0.0,0.0408,0.1191,0.1661,0.0073,4147.0,0.8182,0.0424,0.0333,0.0072,0.0046,0.0002,0.0294,0.0646,0.0,0.049,28758.0,19385.0,19385.0,13633.0,8962.0,7513.0,0.7868,0.5517,0.5652,0
0.0,0.0,0.0,0.0,0.0309,0.0,0.0055,0.0,0.1582,0.0,0.0,0.0036,0.0436,0.0,0.0182,0.1218,0.0,0.0255,0.0145,0.0,0.0,0.0545,0.0,0.0,0.0218,0.0,0.0745,0.0109,0.0545,0.0236,0.0,0.0,0.0,0.0218,0.0709,0.1073,0.1364,0.0018,2829.0,0.6603,0.2153,0.052000000000000005,0.0074,0.0035,0.0004,0.0336,0.0141,0.0134,0.0933,20913.0,8530.0,10180.0,3788.0,7018.0,5971.0,0.951,0.561,0.0741,0
0.0,0.0,0.0,0.0,0.0524,0.0,0.006999999999999999,0.0,0.0979,0.0,0.0,0.006999999999999999,0.0,0.0,0.0175,0.0245,0.0,0.1434,0.0175,0.0,0.0,0.0699,0.0524,0.0944,0.013999999999999999,0.0,0.0559,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0909,0.042,0.1643,0.027999999999999997,1513.0,0.8156,0.08,0.0463,0.0046,0.004,0.002,0.0238,0.0238,0.0,0.0112,35685.0,25870.0,25870.0,10567.0,10653.0,6397.0,1.0,0.5499,1.0,1
0.0,0.0309,0.0,0.0,0.1031,0.0,0.0,0.0,0.1134,0.0,0.0,0.0206,0.0,0.0,0.0309,0.0619,0.0,0.1031,0.0412,0.0,0.0,0.0,0.0,0.0,0.0206,0.0,0.0515,0.0,0.0,0.0928,0.0,0.0,0.0,0.0,0.0309,0.1031,0.1856,0.0103,745.0,0.5329,0.0779,0.1047,0.0094,0.0081,0.0013,0.0376,0.1919,0.0362,0.004,35426.0,23750.0,23750.0,9863.0,9405.0,6522.0,0.75,0.4993,1.0,1
