COSTT4_A,PPTUG_EF,PCIP24,INEXPFTE,PCIP27,PCIP43,PCIP38,PCIP05,AVGFACSAL,PCIP03,PFTFAC,UGDS_ASIAN,UGDS_AIAN,UGDS_NRA
10.038324342758338,0.2559296778413945,0.3953631227905752,8.895492631451633,0.0,0.3807556523926606,0.0,0.0,19.113813641409546,0.2606100075337349,0.8442748367682174,0.12385623296301708,0.12805791649874942,0.20723510980592608
10.091211158619078,0.5014977567247934,0.26542828572755145,9.754755498735731,0.22373778841627934,0.3117555613369834,0.17967017791430526,0.12805791649874942,21.994488977725336,0.0,0.948314293892062,0.38885925700147694,0.14888055529538274,0.2691606306043642
9.621190952360683,0.7372245248226621,0.502652569531348,8.569026340056254,0.0,0.4298070163405688,0.0,0.0,15.69473365228469,0.0,1.0,0.14580997358267114,0.0,0.0
10.003740044425221,0.3867815921162743,0.0,9.184919994629274,0.2421564910003821,0.0,0.1966095144983117,0.0,21.097805301702884,0.0,0.8035546029984522,0.34256423396101565,0.22239800905693155,0.2884499140614817
9.873749734272172,0.2776688675382964,0.0,8.985194817991301,0.2596247050925552,0.4346246817732808,0.0,0.0,19.48607377359071,0.0,0.7359347797189639,0.14580997358267114,0.11186889420813967,0.22035754532216253
10.2694145637968,0.2814249455894058,0.0,9.296059247378722,0.19746808222123668,0.2904392866781852,0.14260431471424087,0.14580997358267114,21.555831095937343,0.15036945962049747,0.8604649905719581,0.2263702391925901,0.14736125994561547,0.2525080871833849
9.21492982430999,0.5883876273342261,0.7224683798216898,8.815666824946216,0.0,0.0,0.0,0.0,18.06560422456163,0.0,0.669776081985614,0.14094597464129785,0.1709975946676697,0.08879040017426007
9.898123190036976,0.4811444689487763,0.20953791063432944,8.92105701815743,0.18271601368635207,0.3875320819778509,0.0,0.0,19.589985165509297,0.1663103498840766,0.9866610360199698,0.2947225198912309,0.17324782106818054,0.3304981762430041
10.324136795969332,0.2894822965226025,0.0,9.398312600278953,0.20487996145182666,0.0,0.14422495703074084,0.0,21.642286844492997,0.25039936170122445,0.9246621004453464,0.2884499140614817,0.16386425412012914,0.32585573302196424
10.82855961541762,0.09273618495495704,0.0,9.236787541991033,0.42209085889803,0.0,0.246621207433047,0.0,19.809864825478677,0.2659005790469173,0.8136338242723197,0.3809854385995499,0.17651741676630314,0.0
8.832733591996416,0.6359245238233858,0.7339090978755956,8.404696160189093,0.0,0.4743018367494956,0.0,0.0,18.131749369044208,0.0,0.6190315016216864,0.2217220230966632,0.1300591446851387,0.0
10.226331631955958,0.2683281572999748,0.7088668030462956,9.2975267336551,0.0,0.5155136735475772,0.0,0.0,17.55384774523176,0.0,0.6299206299209449,0.0,0.0,0.36543202737270414
