PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,UGDS_WOMEN,RET_FT4_POOLED,RET_FT4_POOLED_binr,RET_FT4_POOLED_binq,RET_FT4_POOLED_binrm
0.0,0.0,0.0,0.0,0.0,0.0,0.5178858938796436,0.0,0.0,0.0,0.0,0.0,0.0,0.42002267451281194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33322218516459534,0.33322218516459534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8486020851713002,0.46708013242816127,0.0,5.91350300563827,0.07639695999999999,0.8724141342909675,0.2900435923371512,0.2210418899184232,0.13924766500838337,0.13924766500838337,0.0,0.0,0.2668401648721945,0.608130079508672,10.189192672103689,25.719872389915636,25.719872389915636,25.20104556004517,20.34324220674742,16.903723372277902,0.03429904,0.7263,0.08838729000000001,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.1939877414580333,0.0,0.36717102310249816,0.0,0.0,0.0,0.0,0.28804873146578935,0.20953791063432944,0.2339214190570293,0.0,0.24496598167132058,0.17651741676630314,0.0,0.12164403991146801,0.32679480372687825,0.0,0.24496598167132058,0.0,0.0,0.36717102310249816,0.5506878446387353,0.0,0.20953791063432944,0.0,0.0,0.0,0.0,0.17651741676630314,0.22239800905693155,0.8356292244076496,0.0,7.728855823852543,0.17189316000000002,0.7920568098555048,0.27053392289952405,0.15874010519681994,0.12164403991146801,0.15874010519681994,0.26869973821191734,0.28924894837622245,0.24879419347290765,0.6156089326460119,10.364734201103053,27.576097768604207,27.576097768604207,22.264708534146525,17.200621935326186,17.865248891235627,0.22915369000000002,0.6127,0.31663128999999995,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.33707995297042376,0.0,0.0,0.0,0.2540668185544962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27977873676275317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9641286307581975,0.3011070211007578,0.0,6.2878585601617845,0.08549775999999999,0.8406117991966161,0.3032969672889398,0.0,0.12385623296301708,0.0,0.34482172403827305,0.0,0.349795799253531,0.814325284978472,10.232719354644704,24.015036873180605,24.015036873180605,21.91496096896878,16.531619807384498,17.500680245666548,0.18369796,0.73,0.11108889,0,1,0
0.0,0.0,0.0,0.0,0.3556893304490063,0.0,0.0,0.0,0.4372556458607444,0.0,0.0,0.0,0.0,0.0,0.2823108086643085,0.0,0.0,0.4427649577706209,0.2525080871833849,0.0,0.0,0.5047546434166496,0.23452900988768355,0.2525080871833849,0.33795776931152105,0.0,0.32834803430501414,0.2951057745751443,0.0,0.14736125994561547,0.0,0.0,0.0,0.0,0.2525080871833849,0.14736125994561547,0.7682345565391582,0.23452900988768355,7.003065458786462,0.40691641,0.5928787776633655,0.385524107697484,0.16509636244473133,0.17651741676630314,0.13924766500838337,0.37084297692661894,0.09654893846056298,0.31681741053176704,0.5858737278742512,10.45380308398853,29.77611105907655,29.77611105907655,22.319042365871304,19.19557913262086,18.99261023796336,0.31573160999999994,0.5159,0.40106888999999996,0,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0943445622221,0.66194496,0.4077649549685962,0.32364325923645754,0.0,0.0,0.0,0.37035757980520256,0.0,0.32364325923645754,0.8239134763204187,10.266914649297394,22.39506694090349,22.39506694090349,21.765413832799137,21.75133210672372,16.882698819023627,1.0,0.0508,0.31640625,0,1,0
0.0,0.0,0.0,0.0,0.3396998504483621,0.0,0.27457233802771586,0.0,0.4252478369923492,0.0,0.29851114174570076,0.08879040017426007,0.3308030640323625,0.0,0.2927911241797687,0.37633597554023185,0.0,0.3459394683999698,0.2276638114962505,0.0,0.0,0.1885203631020986,0.0,0.0,0.17324782106818054,0.0,0.35006801399316173,0.37797631496846196,0.4111449259310745,0.31447548554711796,0.0,0.0,0.0,0.0,0.32172248249150837,0.6336348210635341,0.5341480603341451,0.26447862363471036,8.798303718484979,0.51753636,0.5749905480487868,0.21757671139171206,0.19309787692112595,0.1903778261963303,0.09654893846056298,0.0,0.27053392289952405,0.3564780011695643,0.5664974504353757,9.947073723199049,20.13738740732502,24.97704559693241,18.85203631020986,19.598667131353157,19.09280541872008,0.51926436,0.5757,0.57790404,0,3,1
0.4748937897341663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3770407262041972,0.0,0.0,0.0,0.0,0.0,0.2615879154109254,0.0,0.0,0.44697560370466993,0.0,0.0,0.2615879154109254,0.0,0.2615879154109254,0.0,0.3292729632312839,0.0,0.44697560370466993,0.3292729632312839,0.2615879154109254,0.0,0.0,0.0,0.0,0.0,0.5,0.7211247851537042,0.2615879154109254,0.0,5.755742213586912,0.51480625,0.5848035476425733,0.30581257835345943,0.2668401648721945,0.18469147504478334,0.0,0.18469147504478334,0.0,0.28105047577104764,0.6461707798341402,10.324071131775993,26.156842882597466,26.156842882597466,20.05567818647277,22.57963550455927,18.10229817282447,0.22877089,0.981,0.38850288999999993,0,1,0
0.0,0.0,0.0,0.0,0.3556893304490063,0.0,0.0,0.0,0.4586792613421551,0.0,0.33795776931152105,0.0,0.0,0.0,0.2125317138365222,0.0,0.0,0.3868650719124515,0.2682372592629673,0.0,0.5288380859120954,0.4427649577706209,0.0,0.0,0.2525080871833849,0.0,0.33795776931152105,0.0,0.0,0.2125317138365222,0.0,0.2823108086643085,0.0,0.0,0.0,0.540155419369974,0.6196286364350903,0.2525080871833849,7.653020413804189,0.17901361,0.7620282847844296,0.26447862363471036,0.12385623296301708,0.14094597464129785,0.07937005259840997,0.30863779681585846,0.3656814691070697,0.31846925170608353,0.4998666310953002,9.886951583896028,20.95682740473953,25.62072702894505,20.15873679831797,20.24287205308036,18.862347704012294,0.32114888999999996,0.5541,0.43164900000000006,0,2,0
0.0,0.0,0.0,0.0,0.4321400437595941,0.0,0.3551616006970403,0.0,0.2996291714390912,0.0,0.0,0.0,0.31548342668761287,0.0,0.2615879154109254,0.0,0.0,0.5007987234024489,0.2615879154109254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611536037492965,0.47563166194277334,0.2996291714390912,0.0,0.0,0.0,0.0,0.0,0.0,0.6526518879343751,0.23811015779522993,7.4073177104694174,0.0005336099999999999,0.986450575597304,0.1939877414580333,0.0,0.08434326653017492,0.0,0.2040827550958674,0.0,0.08434326653017492,0.3823583709636153,10.014447362844386,22.76252178675239,22.76252178675239,17.435134012651282,16.382700377692252,16.440865763472917,0.50083929,0.4924,0.27836175999999996,0,1,0
0.0,0.0,0.0,0.0,0.3730116986078985,0.0,0.29586931167705804,0.0,0.4641588833612779,0.0,0.0,0.0,0.223069910447562,0.0,0.2455202052384297,0.4129120461825469,0.0,0.32172248249150837,0.28105047577104764,0.0,0.2455202052384297,0.42002267451281194,0.32172248249150837,0.42002267451281194,0.0,0.0,0.33322218516459534,0.0,0.0,0.32172248249150837,0.0,0.0,0.0,0.0,0.32172248249150837,0.5201133875025272,0.5954282160937527,0.26447862363471036,7.152268856032539,0.38044224000000004,0.5705196860918562,0.27676550072889183,0.24158670891607184,0.211045429449015,0.31003121433866837,0.40062402597271146,0.3350137367204468,0.27676550072889183,0.45978565943613187,10.47041937008599,28.109266920746766,28.109266920746766,21.206577999094268,18.346180160034272,17.028786291771546,1.0,0.6332,0.4872039999999999,0,2,0
0.0,0.0,0.0,0.0,0.3396998504483621,0.0,0.0,0.0,0.4580446299383033,0.0,0.0,0.2139974961130159,0.3506111770271459,0.0,0.40936248334980124,0.0,0.0,0.3559526091020921,0.29433826584416684,0.0,0.0,0.47011616262598016,0.0,0.0,0.26961994997758504,0.0,0.3753921822977319,0.0,0.33412036251493127,0.384624922840379,0.0,0.0,0.0,0.0,0.5393545099267307,0.42450923743877733,0.5006657797478343,0.3506111770271459,7.753623546559746,0.47141955999999996,0.5425440088318543,0.3751554910733807,0.211045429449015,0.15036945962049747,0.07368062997280773,0.3223652863633457,0.28520862942848174,0.31379991851359573,0.4622947713758175,10.083264207145126,23.14589054525876,29.25186877776959,20.345658268789943,22.246538198109437,19.531616473123666,0.4501068100000001,0.6754,0.56791296,0,3,1
0.0,0.0,0.0,0.0,0.4028956540533499,0.0,0.23452900988768355,0.23452900988768355,0.4690580197753671,0.0,0.0,0.223069910447562,0.2806278428390438,0.0,0.2727922404147588,0.0,0.0,0.33824936373513353,0.16631034988407659,0.0,0.31209815014157694,0.39916492450215896,0.0,0.0,0.2806278428390438,0.0,0.3022059615754738,0.31846925170608353,0.35856424033280776,0.3722915970127691,0.0,0.0,0.0,0.0,0.39536312279057517,0.5228102291438592,0.5997220935220782,0.24496598167132058,8.660773919893762,0.5328999999999999,0.533797339248192,0.31581797988281896,0.18069688693211897,0.20645602309127345,0.11186889420813968,0.2970072817692642,0.287242996539599,0.2727922404147588,0.4831734178321437,9.810494685686963,20.392256448444325,24.732072178380772,19.12657867840426,19.798816376546924,19.632453522688643,1.0,0.5959,0.5689684899999999,0,3,1
0.0,0.0,0.0,0.0,0.31141221792997487,0.0,0.20165296752181044,0.0,0.32075343299958264,0.0,0.0,0.25458216848297444,0.25458216848297444,0.0,0.17651741676630314,0.5124856232334276,0.0,0.5124856232334276,0.2677731800328678,0.0,0.0,0.0,0.0,0.392354808564425,0.17651741676630314,0.0,0.4148579375363552,0.0,0.40956129954587084,0.31141221792997487,0.0,0.0,0.0,0.0,0.29122745685636514,0.5826513572061114,0.5124856232334276,0.20165296752181044,7.392647520721623,2.401e-05,0.9432391647963941,0.33854045627443646,0.16261333316791687,0.18370905500142276,0.0,0.0,0.3989556088242901,0.3506111770271459,0.3989556088242901,10.478639174858365,25.570865292610797,25.570865292610797,22.903184723899408,18.745450748170867,16.987303091419868,0.60031504,0.5798,0.51753636,0,2,0
0.0,0.0,0.0,0.0,0.40696147514300757,0.0,0.20246938520054572,0.0,0.3921381576045464,0.21179117921274465,0.0,0.1675068683602234,0.3674181100028455,0.30509806038005977,0.30073891924099494,0.1338865900164339,0.0,0.3171491567537526,0.1675068683602234,0.0,0.1062658569182611,0.3492500950924508,0.21966892350277417,0.15182944859378314,0.15182944859378314,0.0,0.28683842840342444,0.0,0.1675068683602234,0.3249112183528945,0.0,0.0,0.0,0.0,0.4020725758589058,0.6791107175777704,0.5727638416986854,0.24879419347290765,8.121183242078828,0.7121672099999999,0.4107501633974777,0.3148121833262887,0.2139974961130159,0.12164403991146801,0.06694329500821695,0.2814718414331334,0.2525080871833849,0.17544106429277195,0.31072325059538586,10.712126256353349,31.240583829695215,31.240583829695215,26.621607934810722,24.70916300750289,20.472101649939095,0.9844608399999999,0.6611,0.77141089,1,4,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5070987388529802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4431047621693634,0.0,0.0,0.0,0.0,0.0,0.6726161912347762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.638986024578366,0.6012935056973902,0.0,5.7430031878094825,0.00037249000000000006,0.9902723462529434,0.2125317138365222,0.0,0.0,0.0,0.0,0.0,0.0,0.6386593027908275,9.617337639062423,19.233499099647577,19.233499099647577,23.82864052006588,18.329328785589567,14.260431471424088,1.0,0.5659,0.31270464000000003,0,1,0
0.0,0.0,0.0,0.0,0.3506111770271459,0.0,0.3174802103936399,0.0,0.4776856181035017,0.45931214142922083,0.0,0.18171205928321396,0.0,0.0,0.24328807982293602,0.0,0.0,0.4075643819136246,0.1866255578408624,0.0,0.38190182322080685,0.2814718414331334,0.12385623296301708,0.0,0.25092987040931,0.0,0.31106811575146376,0.29624960684073703,0.2530297995905248,0.2977611105907655,0.0,0.0,0.0,0.0,0.2814718414331334,0.6579304626213448,0.48769989610733133,0.1912931182772389,9.279213236262558,0.35129329,0.6083102929077256,0.32204420518837457,0.31072325059538586,0.1866255578408624,0.11447142425533319,0.313461041448134,0.3868650719124515,0.2806278428390438,0.5344983214576885,9.888526187395968,19.84208983362443,24.838424652648765,20.952272562734578,20.86382025341652,19.312469234667844,0.3886275599999999,0.564,0.56746089,0,3,1
0.0,0.0,0.0,0.0,0.4321400437595941,0.0,0.0,0.0,0.5235409222388865,0.20800838230519042,0.0,0.16509636244473133,0.0,0.0,0.3551616006970403,0.3551616006970403,0.0,0.4400275464847649,0.2818919492825957,0.0,0.16509636244473133,0.0,0.2996291714390912,0.0,0.2818919492825957,0.0,0.5007987234024489,0.0,0.0,0.38775390920544356,0.0,0.0,0.0,0.0,0.3298867073602208,0.447641986508305,0.5776999676062552,0.20800838230519042,7.226936018493289,0.4624000000000001,0.5436740766852495,0.27935224412476317,0.22172202309666317,0.1866255578408624,0.1300591446851387,0.3634241185664279,0.3289652313106724,0.3245951566569593,0.20567101162059634,10.838698169262795,33.496621029950546,33.496621029950546,23.24131559883888,19.664400134597543,18.798422985267187,0.43811161000000004,0.632,0.60016009,0,3,1
0.0,0.0,0.0,0.0,0.36367632136670935,0.0,0.0,0.0,0.4422542710916332,0.0,0.0,0.0,0.0,0.0,0.3065237729574212,0.4067601087196607,0.0,0.6217915576199129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5468135305059701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36367632136670935,0.0,0.595804058526577,0.472964512442886,6.452048954437226,0.004830250000000001,0.9530648936386341,0.2736851837399214,0.0,0.11696070952851464,0.0,0.21179117921274465,0.0,0.32140011505870086,0.5039684199579493,9.893639216481313,22.09872981923407,22.09872981923407,20.56473685566312,16.483914534954142,16.680299956075537,0.4027171600000001,0.5419,0.19324816,0,1,0
0.0,0.0,0.0,0.0,0.33854045627443646,0.0,0.459627928494274,0.0,0.2132671235505887,0.0,0.0,0.0,0.0,0.0,0.26869973821191734,0.0,0.0,0.44378281183019347,0.26869973821191734,0.0,0.0,0.0,0.0,0.0,0.26869973821191734,0.0,0.4744499635038945,0.4267173876333857,0.4883996099737457,0.44378281183019347,0.0,0.0,0.0,0.0,0.4267173876333857,0.0,0.6153449493663682,0.2132671235505887,6.663132695990803,0.00036863999999999994,0.9535417195963121,0.361648815426562,0.0,0.10913928830611058,0.10913928830611058,0.28438669798515653,0.27892444522550996,0.2677731800328678,0.29472251989123094,10.01301437706337,23.108498088312434,23.108498088312434,20.150530847399757,17.508295386909776,17.620662715579225,0.38142976000000006,0.4719,0.3260410000000001,0,1,0
0.0,0.11696070952851464,0.0,0.0,0.33441868442565303,0.0,0.35674011744133693,0.0,0.4134977378132365,0.0,0.14094597464129785,0.16868653306034984,0.0,0.0,0.21544346900318836,0.4265342471011774,0.0,0.327106631018859,0.2032792713629707,0.0,0.26637120052278024,0.36088260801386945,0.0,0.0,0.16868653306034984,0.0,0.49296823892585084,0.48159768544488674,0.3903962660889854,0.40391979586167803,0.0,0.0,0.0,0.0,0.24384994805366567,0.4386459752355427,0.5513465627842123,0.2295770424665555,9.52039529527969,0.286225,0.6699532157129842,0.33471647504108476,0.20567101162059634,0.16868653306034984,0.11186889420813968,0.30438017993818434,0.3562154988646422,0.337665670834691,0.6733521762745222,9.830163888117285,20.560795136472866,25.34248668926362,21.072313063924067,18.756827143467227,18.60880609721267,0.14243076000000002,0.6007,0.51955264,0,2,0
0.5235409222388865,0.22239800905693155,0.3473265701195072,0.0,0.2493315476119323,0.0,0.30616858866136537,0.0,0.3473265701195072,0.5813720982950077,0.0,0.0,0.33471647504108476,0.0,0.22239800905693155,0.0,0.0,0.4525777976387332,0.1300591446851387,0.0,0.0,0.0,0.0,0.0,0.2493315476119323,0.0,0.47651409747594814,0.0,0.23633315009350025,0.32803856377829504,0.0,0.0,0.0,0.0,0.0,0.40453179648830984,0.5126125075226512,0.16386425412012917,7.949444420250626,4.4890000000000006e-05,0.9286657554219201,0.19831924826807748,0.19219973427746714,0.14094597464129785,0.0,0.10322801154563672,0.0,0.5579559837326777,0.3396998504483621,10.50982333610911,28.092381938806806,28.092381938806806,24.808131222020567,23.201753731875836,16.813415210700864,1.0,0.6318,0.4803876100000001,0,2,0
0.0,0.16134286460245437,0.0,0.12385623296301708,0.20645602309127345,0.0,0.2814718414331334,0.1912931182772389,0.3032969672889398,0.3676648650199341,0.3777428520832657,0.1912931182772389,0.1866255578408624,0.2032792713629707,0.25092987040931,0.5067095608498732,0.0,0.2668401648721945,0.14888055529538274,0.0,0.3032969672889398,0.18171205928321396,0.14888055529538274,0.0,0.2139974961130159,0.22035754532216253,0.3065237729574212,0.3047395429401007,0.24825450806124044,0.32522666633583375,0.0,0.30968403463691013,0.26255856591963794,0.27144176165949063,0.25813257613480656,0.5990726414895092,0.5346149732120377,0.25813257613480656,9.335474102732949,0.30824704,0.3223652863633457,0.4463072279730847,0.4491341374979833,0.38394776488557547,0.20800838230519042,0.4857299385299982,0.27977873676275317,0.30968403463691013,0.7572918386586617,9.858856228390534,18.842652517564314,26.913302155394955,18.976887871309085,22.696711407521285,20.990169245952682,0.22420224999999996,0.5732,0.48762289000000003,0,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4657359027997265,0.59938564,0.0,0.31846925170608353,0.31846925170608353,0.31846925170608353,0.0,0.4010389657058401,0.31846925170608353,0.31846925170608353,0.5443498686508776,9.865837605084222,21.06705699930155,21.06705699930155,20.082162008019836,17.21750516361211,15.041367293078444,0.41576704000000003,0.3226,0.28440888999999997,0,1,0
