INEXPFTE,TUITIONFEE_OUT,PCIP16,PCIP05,PCIP26,PCIP14,PPTUG_EF,UGDS_ASIAN,UGDS_BLACK,UGDS_NRA,PCIP38,UGDS,PCIP43,PCIP03,PCIP09,PCIP04,PFTFAC,UGDS_WHITE
19.397002406443235,26.321453096790208,0.0,0.0,0.4561301054828798,0.4219036788917115,0.4031008989457289,0.12385623296301708,0.9680927557224708,0.20723510980592608,0.0,8.481566013773088,0.3807556523926606,0.2606100075337349,0.0,0.20645602309127345,0.50808384,0.00064009
25.830754743201105,26.698988585458245,0.13572088082974532,0.12805791649874942,0.4259838797194463,0.4117356522117575,0.6312179345212546,0.38885925700147694,0.6370206572249462,0.2691606306043642,0.17967017791430526,9.462421173184989,0.3117555613369834,0.0,0.32679480372687825,0.0,0.80874049,0.33454656000000005
17.396669992946993,19.03778261963303,0.0,0.0,0.0,0.0,0.8160808423045528,0.14580997358267114,0.5228102291438592,0.0,0.0,5.777652323222656,0.4298070163405688,0.0,0.0,0.0,1.0,0.00509796
21.36183257058784,27.79786399060359,0.2308350239753609,0.0,0.38819680383281535,0.6632772413422066,0.5308565714551029,0.34256423396101565,0.47518921362978994,0.2884499140614817,0.1966095144983117,8.841881989497113,0.0,0.0,0.2750137734148282,0.0,0.41692849,0.5498222500000001
19.98582328674776,26.868126960657964,0.0,0.0,0.4393378470055483,0.0,0.4256161765762369,0.14580997358267114,0.9788560857941512,0.22035754532216253,0.0,8.340456012916182,0.4346246817732808,0.0,0.4529030423052134,0.0,0.29333056,0.00021316
22.168133268960208,30.40199663709668,0.16868653306034986,0.14580997358267114,0.3178105750548842,0.4782692297017476,0.42944583380378826,0.2263702391925901,0.46493119573956,0.2525080871833849,0.14260431471424087,10.385543262806005,0.2904392866781852,0.15036945962049747,0.471619582398197,0.0,0.5481921599999999,0.6157540899999999
19.563022047468824,25.78320722820816,0.20953791063432944,0.0,0.38052558849834345,0.0,0.6140216228101185,0.2947225198912309,0.7264063072349811,0.3304981762430041,0.0,8.345692873253865,0.3875320819778509,0.1663103498840766,0.32772850824025834,0.0,0.94770225,0.24631369000000006
22.93681460432221,30.94753526096756,0.2032792713629707,0.0,0.4920062131544018,0.5668088839507935,0.4376040568813548,0.2884499140614817,0.3968502629920499,0.32585573302196424,0.14422495703074084,10.060149362549504,0.0,0.25039936170122445,0.3793710741559845,0.25039936170122445,0.7310249999999999,0.6691239999999999
21.734409931571,32.9592395432051,0.1957433820584432,0.0,0.5181343400169998,0.22440170265918305,0.20487996145182666,0.3809854385995499,0.491178614934052,0.0,0.246621207433047,7.1577354842499075,0.0,0.2659005790469173,0.31106811575146376,0.0,0.43824399999999997,0.62837329
22.178980727181138,21.771744669058663,0.0,0.0,0.0,0.0,0.4160167646103808,0.0,0.9672383987374958,0.36543202737270414,0.0,5.966146739123692,0.5155136735475772,0.0,0.0,0.0,0.15745024,0.00111556
20.343242206747423,25.719872389915643,0.0,0.0,0.0,0.0,0.608130079508672,0.2210418899184232,0.8724141342909675,0.0,0.0,5.913503005638269,0.3332221851645953,0.0,0.0,0.0,0.03429904,0.07639695999999999
17.200621935326186,27.57609776860421,0.0,0.0,0.24496598167132055,0.0,0.6156089326460119,0.15874010519681994,0.7920568098555048,0.28924894837622245,0.0,7.728855823852543,0.5506878446387353,0.0,0.0,0.0,0.22915369,0.17189316000000002
16.531619807384498,24.015036873180605,0.0,0.0,0.0,0.0,0.814325284978472,0.0,0.8406117991966161,0.0,0.0,6.2878585601617845,0.2797787367627532,0.0,0.0,0.0,0.18369796,0.08549775999999999
19.19557913262086,29.776111059076552,0.0,0.0,0.4427649577706209,0.0,0.5858737278742512,0.16509636244473133,0.5928787776633655,0.09654893846056298,0.23452900988768355,7.0030654587864625,0.2951057745751443,0.0,0.3556893304490063,0.0,0.31573160999999994,0.40691641
21.75133210672372,22.395066940903487,0.0,0.0,0.0,0.0,0.8239134763204187,0.0,0.4077649549685962,0.0,0.0,4.0943445622220995,0.0,0.0,0.0,0.0,1.0,0.66194496
19.59866713135316,24.97704559693241,0.08879040017426007,0.0,0.3459394683999698,0.0,0.5664974504353757,0.19309787692112595,0.5749905480487868,0.27053392289952405,0.0,8.798303718484979,0.377976314968462,0.0,0.3396998504483621,0.0,0.51926436,0.51753636
22.57963550455927,26.156842882597466,0.0,0.0,0.4469756037046699,0.0,0.6461707798341402,0.2668401648721945,0.5848035476425733,0.0,0.2615879154109254,5.755742213586912,0.3292729632312839,0.0,0.0,0.0,0.22877089,0.51480625
20.242872053080358,25.62072702894505,0.0,0.0,0.3868650719124515,0.0,0.4998666310953002,0.12385623296301708,0.7620282847844296,0.3656814691070697,0.0,7.653020413804189,0.0,0.0,0.3556893304490063,0.0,0.32114889,0.17901361
16.382700377692252,22.76252178675239,0.0,0.0,0.5007987234024489,0.0,0.3823583709636153,0.0,0.9864505755973041,0.0,0.0,7.4073177104694174,0.6115360374929649,0.0,0.4321400437595941,0.0,0.50083929,0.0005336099999999999
18.346180160034272,28.10926692074677,0.0,0.0,0.3217224824915084,0.0,0.4597856594361319,0.24158670891607184,0.5705196860918562,0.3350137367204468,0.3217224824915084,7.152268856032539,0.0,0.0,0.3730116986078985,0.0,1.0,0.38044224
22.24653819810944,29.25186877776959,0.2139974961130159,0.0,0.3559526091020921,0.0,0.4622947713758175,0.211045429449015,0.5425440088318543,0.2852086294284817,0.0,7.753623546559746,0.0,0.0,0.3396998504483621,0.0,0.4501068100000001,0.47141956
